FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS
,Baba Rahman,DEF,CHE,5500000,0,0,0,0,0,0,832,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,138,0,0,0,11,0,0,0
Eric,Bailly,DEF,MUN,5500000,5,24,3.4,6.18E-07,4.36E-06,0,172585,1,8,0,0,0,0,0,4.4,19925,0,0,24,0,0.5,0,2.7,5,0,2,0,0,13.3,153578,0,0,0,0,630,8134,0,0,159
Leighton,Baines,DEF,EVE,5500000,0,21,4.2,7.64E-07,3.82E-06,0,238220,0,3,0,0,0,0,0,3.8,52839,0,1,21,0,0.1,1,0.7,2,0,2,0,1,8.4,225045,0,212,0,0,450,1552,-1,0,108
Mario,Balotelli,FWD,LIV,6300000,0,0,0,0,0,0,10364,0,0,0,0,0,0,0,0,271,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1272,0,0,0,0,0,56,0,0,0
Patrick,Bamford,FWD,BUR,5000000,0,2,0.095238095,1.90E-08,4.00E-07,0,1270,0,1,0,0,0,0,0,0.4,288,0,0,2,0,0.1,0,0.3,0,0,0,0,0,0,2411,0,0,0,0,23,150,0,0,4
Alex,Baptiste,DEF,MID,4000000,0,0,0,0,0,0,2646,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2299,0,0,0,0,0,25,0,0,0
Phil,Bardsley,DEF,STK,4400000,1,4,0.19047619,4.33E-08,9.09E-07,0,2700,1,6,0,0,0,0,0,0.9,218,-1,0,4,1,0.1,0,0.3,0,0,0,0,0,0.1,1381,0,107,0,0,271,79,0,0,32
Ross,Barkley,MID,EVE,7300000,2,24,3.4,4.66E-07,3.29E-06,0,479374,1,5,0,0,0,1,0,3.2,60549,-2,1,24,2,0.3,0,2,3,0,1,0,1,9.3,446977,0,654,0,0,564,1178,-1,0,67
Ashley,Barnes,FWD,BUR,4400000,0,0,0,0,0,0,4161,0,0,0,0,0,0,0,0,468,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,3570,0,0,0,0,0,203,0,0,0
Antonio,Barragan,DEF,MID,4500000,1,16,2.3,5.11E-07,3.56E-06,0,9747,2,10,0,0,0,0,0,3.6,1139,0,0,16,0,0.2,0,1,3,0,1,0,0,0.6,14937,0,0,0,0,630,908,0,0,134
Modou,Barrow,FWD,SWA,5000000,1,14,2,4.00E-07,2.80E-06,0,27178,0,7,0,0,0,0,0,2.8,3833,0,0,14,0,0.3,0,1.3,0,0,1,0,1,0.9,29762,0,120,0,0,424,1615,0,0,73
Gareth,Barry,MID,EVE,4700000,1,25,3.6,7.66E-07,5.32E-06,0,124977,3,5,0,0,0,2,0,5.3,23904,2,-1,25,-2,0.6,0,2.7,3,0,2,0,0,7.6,293646,0,418,0,0,588,14072,1,0,120
Borja,Baston,FWD,SWA,6900000,5,7,0.333333333,4.83E-08,1.01E-06,0,3973,0,2,0,0,0,0,0,1,115,-1,0,7,1,0.3,0,2.3,0,0,0,0,1,0,1521,0,0,0,0,111,403,0,0,12
Michy,Batshuayi,FWD,CHE,8700000,0,13,2.6,2.99E-07,1.49E-06,0,94329,0,0,0,0,0,1,0,1.5,4182,-3,0,13,3,0,0,0.3,1,0,0,0,1,1.2,36505,0,0,0,0,58,309,0,0,40
Asmir,Begovic,GLK,CHE,4800000,0,0,0,0,0,0,3983,0,0,0,0,0,0,0,0,261,-2,1,0,2,0,0,0,0,0,0,0,0,0.2,907,0,150,0,0,0,50,-1,0,0
Valon,Behrami,MID,WAT,4500000,1,11,1.6,3.56E-07,2.44E-06,0,6459,3,13,0,0,0,0,0,2.4,974,0,0,11,0,0.4,0,1.7,0,0,0,0,0,0.3,6514,0,127,0,0,603,486,0,0,81
Hector,Bellerin,DEF,ARS,6500000,6,32,4.6,7.08E-07,4.92E-06,0,294875,0,7,0,0,0,0,0,4.9,20152,0,0,32,0,1,0,6.3,5,0,3,0,1,25.8,166955,0,541,0,1,630,34475,0,0,143
Yohan,Benalouane,DEF,LEI,4000000,0,0,0,0,0,0,6049,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1173,0,15,0,0,0,31,0,0,0
Nabil,Bentaleb,MID,TOT,4500000,0,0,0,0,0,0,3720,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0.1,411,0,29,0,0,0,6,0,0,0
Saido,Berahino,FWD,WBA,6200000,0,6,1.5,2.42E-07,9.68E-07,0,35908,1,2,0,0,0,0,0,1,2004,-3,0,6,3,0,0,0,0,0,2,0,0,0.6,9744,0,226,0,0,243,534,0,0,-3
Steven,Berghuis,MID,WAT,5000000,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,55,0,0,0,4,0,0,0
,Bernardo,DEF,MID,4400000,0,0,0,0,0,0,425,0,0,0,0,0,0,0,0,36,-1,0,0,1,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,28,0,0,0
Ryan,Bertrand,DEF,SOU,5400000,6,24,6,1.11E-06,4.44E-06,0,20159,1,2,0,0,0,0,0,4.4,6848,-1,0,24,1,1.5,0,8,3,0,3,0,1,1.2,29676,0,415,0,1,360,12121,0,0,91
Muhamed,Besic,MID,EVE,4400000,0,0,0,0,0,0,887,0,0,0,0,0,0,0,0,46,-1,0,0,1,0,0,0,0,0,0,0,0,0,285,0,75,0,0,0,11,0,0,0
Daley,Blind,DEF,MUN,5600000,4,32,5.3,9.46E-07,5.71E-06,0,52068,0,5,0,0,0,0,0,5.7,11893,1,0,32,-1,0.8,0,4.7,7,0,2,0,2,7.5,207181,0,477,0,0,540,37866,0,0,178
Hiram,Boateng,MID,CRY,4500000,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,26,0,0,0
,Bojan,MID,STK,5800000,0,12,0.571428571,9.85E-08,2.07E-06,0,82675,1,8,0,0,0,1,0,2.1,5478,-2,0,12,2,0.1,0,0.7,0,0,0,0,0,1.3,39404,0,360,0,0,271,314,0,0,47
Yannick,Bolasie,MID,EVE,6100000,1,19,2.7,4.43E-07,3.11E-06,0,150931,2,4,0,0,0,0,0,3.1,30843,1,0,19,-1,0.4,0,2.7,1,0,2,0,2,5.4,175626,0,469,0,0,487,4865,0,0,82
Wilfried,Bony,FWD,STK,7300000,2,8,2,2.74E-07,1.10E-06,0,62433,0,9,0,0,0,0,0,1.1,4385,-2,0,8,2,0.3,0,2,0,0,1,0,0,1,63408,0,249,0,0,316,4255,0,0,24
Fabio,Borini,FWD,SUN,5200000,0,4,2,3.85E-07,7.69E-07,0,62784,0,2,0,0,0,0,0,0.8,1763,-3,1,4,3,0,0,0,0,0,1,0,0,0.6,5495,0,280,0,0,153,53,-1,0,11
Cameron,Borthwick-Jackson,DEF,MUN,4400000,0,0,0,0,0,0,2691,0,0,0,0,0,0,0,0,77,-1,0,0,1,0,0,0,0,0,0,0,0,0,62,0,123,0,0,0,2,0,0,0
Artur,Boruc,GLK,BOU,4600000,2,27,3.9,8.48E-07,5.87E-06,0,53109,1,11,0,25,0,0,0,6,5279,1,-1,27,-1,0.7,0,3.3,0,0,2,0,0,7.6,127642,0,281,1,1,630,37469,1,0,143
Sofiane,Boufal,MID,SOU,6800000,0,0,0,0,0,0,2753,0,0,0,0,0,0,0,0,98,-2,1,0,2,0,0,0,0,0,0,0,0,0,3203,0,0,0,0,0,148,-1,0,0
Jarrod,Bowen,FWD,HUL,4500000,0,0,0,0,0,0,2101,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2852,0,0,0,0,0,175,0,0,0
George,Boyd,MID,BUR,5300000,2,16,2.3,4.34E-07,3.02E-06,0,6199,0,9,0,0,0,0,0,3,400,-2,0,16,2,0.4,0,2.3,0,0,2,0,0,0.1,1604,0,0,0,0,630,109,0,0,80
Cameron,Brannagan,MID,LIV,4300000,0,0,0,0,0,0,978,0,0,0,0,0,0,0,0,102,-2,1,0,2,0,0,0,0,0,0,0,0,0.1,613,0,27,0,0,0,268,-1,0,0
Claudio,Bravo,GLK,MCI,5500000,11,22,5.5,1.00E-06,4.00E-06,0,19319,0,4,0,13,0,0,0,4,3323,0,0,22,0,1.2,0,6.7,3,0,1,0,0,2.5,83802,0,0,1,1,360,13584,0,0,99
Miguel,Britos,DEF,WAT,4400000,0,5,1,2.27E-07,1.14E-06,0,2432,2,8,0,0,0,0,0,1.1,613,-1,0,5,1,0.2,0,0.7,0,0,0,0,0,0.1,3135,0,205,0,0,450,28,0,0,68
Leon,Britton,MID,SWA,4400000,1,4,0.19047619,4.33E-08,9.09E-07,0,2035,1,4,0,0,0,0,0,0.9,135,-1,0,4,1,0.2,0,1,0,0,0,0,0,0.1,816,0,166,0,0,199,167,0,0,26
Tyias,Browning,DEF,EVE,3900000,0,0,0,0,0,0,20856,0,0,0,0,0,0,0,0,2444,-1,0,0,1,0,0,0,0,0,0,0,0,1.1,22852,0,22,0,0,0,6559,0,0,0
Alex,Bruce,DEF,HUL,4000000,0,0,0,0,0,0,3067,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2299,0,0,0,0,0,260,0,0,0
Chris,Brunt,DEF,WBA,4900000,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,27,-1,0,0,1,0,0,0,0,0,0,0,0,0,181,0,230,0,0,0,27,0,0,0
Reece,Burke,DEF,WHU,4000000,0,0,0,0,0,0,1774,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2084,0,0,0,0,0,34,0,0,0
Jack,Butland,GLK,STK,4800000,0,0,0,0,0,0,118430,0,0,0,0,0,0,0,0,4811,-2,0,0,2,0,0,0,0,0,0,0,0,1.5,1937,0,341,0,0,0,57,0,0,0
Sam,Byram,DEF,WHU,4500000,1,7,0.333333333,7.41E-08,1.56E-06,0,20528,2,6,0,0,0,0,0,1.6,3753,0,0,7,0,0.1,0,0.3,0,0,1,0,0,0.5,11167,0,39,0,0,264,39,0,0,56
Willy,Caballero,GLK,MCI,4900000,0,6,0.285714286,5.83E-08,1.22E-06,0,22332,0,3,0,5,0,0,0,1.2,1317,-1,1,6,1,0,0,0,0,0,0,0,0,0.4,19984,0,45,0,0,270,70,-1,0,39
Yohan,Cabaye,MID,CRY,5700000,1,3,0.142857143,2.51E-08,5.26E-07,0,105430,2,4,0,0,0,0,0,0.5,2660,-3,0,3,3,0.1,1,0.7,0,0,0,0,0,1.3,6235,0,397,0,0,233,337,0,0,19
Gary,Cahill,DEF,CHE,5900000,6,18,2.6,4.41E-07,3.05E-06,0,74075,1,9,0,0,0,0,0,3.1,5477,-1,0,18,1,0.5,0,2.7,0,0,2,0,0,4.6,15490,0,283,0,0,630,1186,0,0,115
Jonathan,Calleri,FWD,WHU,6800000,0,4,0.19047619,2.80E-08,5.88E-07,0,1927,0,2,0,0,0,0,0,0.6,152,-2,1,4,2,0,0,0.3,0,0,0,0,0,0,2021,0,0,0,0,108,59,-1,0,4
,Callum Wilson,FWD,BOU,6400000,8,23,3.3,5.16E-07,3.59E-06,0,75692,0,7,0,0,0,2,0,3.6,3197,-1,0,23,1,0.6,0,3.7,2,0,4,0,0,2.6,67711,0,165,0,0,524,32447,0,0,53
Geoff,Cameron,DEF,STK,4400000,2,7,1.4,3.18E-07,1.59E-06,0,7165,0,11,0,0,0,0,0,1.6,563,-1,0,7,1,0.4,0,1.7,1,0,0,0,0,0.4,6486,0,293,0,0,450,3031,0,0,70
Fraizer,Campbell,FWD,CRY,4400000,0,0,0,0,0,0,17018,0,0,0,0,0,0,0,0,2180,-1,0,0,1,0,0,0,0,0,0,0,0,0.8,19809,0,12,0,0,0,3271,0,0,0
Joel,Campbell,MID,ARS,5900000,0,0,0,0,0,0,4589,0,0,0,0,0,0,0,0,67,-1,0,0,1,0,0,0,0,0,0,0,0,0,220,0,175,0,0,0,5,0,0,0
Emre,Can,MID,LIV,4800000,1,3,0.142857143,2.98E-08,6.25E-07,0,43684,0,1,0,0,0,0,0,0.6,1052,-2,0,3,2,0.1,0,0.7,0,0,0,0,0,0.7,4401,0,399,0,0,44,330,0,0,5
Etienne,Capoue,MID,WAT,5300000,2,48,6.9,1.30E-06,9.06E-06,0,150851,0,12,0,0,0,4,0,9.2,33685,8,-1,48,-8,0.9,0,4.7,11,0,0,0,1,43.3,1576796,0,347,0,2,602,79109,1,0,166
Michael,Carrick,MID,MUN,4300000,0,1,0.047619048,1.11E-08,2.33E-07,0,35133,0,0,0,0,0,0,0,0.2,3781,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,1.3,33321,0,275,0,0,13,3434,0,0,4
Andy,Carroll,FWD,WHU,6200000,0,2,0.095238095,1.54E-08,3.23E-07,0,265225,0,2,0,0,0,0,0,0.3,2305,-3,0,2,3,0,0,0,0,0,0,0,0,1.4,29434,0,381,0,0,90,95,0,0,7
Tom,Carroll,MID,TOT,4300000,0,1,0.047619048,1.11E-08,2.33E-07,0,3737,0,0,0,0,0,0,0,0.2,324,-2,1,1,2,0,0,0,0,0,0,0,0,0.2,1913,0,93,0,0,1,191,-1,0,3
Cameron,Carter-Vickers,DEF,TOT,4400000,0,0,0,0,0,0,1084,0,0,0,0,0,0,0,0,67,-1,0,0,1,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,44,0,0,0
Craig,Cathcart,DEF,WAT,4500000,0,6,1.2,2.67E-07,1.33E-06,0,11271,1,7,0,0,0,0,0,1.3,2145,0,0,6,0,0.2,0,1,0,0,0,0,0,0.4,3463,0,335,0,0,405,18,0,0,51
Lee,Cattermole,MID,SUN,4400000,0,3,0.142857143,3.25E-08,6.82E-07,0,4039,1,3,0,0,0,0,0,0.7,332,-1,0,3,1,0.2,0,1,0,0,0,0,0,0.1,1266,0,246,0,0,175,21,0,0,17
Santiago,Cazorla,MID,ARS,7600000,3,36,5.1,6.71E-07,4.74E-06,0,182334,2,3,0,0,0,2,0,4.7,28123,1,0,36,-1,0.4,0,2.7,5,0,4,0,2,6.2,325099,0,259,0,0,528,10809,0,0,144
Petr,Cech,GLK,ARS,5500000,6,25,3.6,6.55E-07,4.55E-06,0,165959,1,7,0,19,0,0,0,4.5,9738,0,0,25,0,0.8,0,4.3,0,0,3,0,0,17.2,144753,1,409,0,0,630,34400,0,0,121
,Cedric,DEF,SOU,5000000,1,24,3.4,6.80E-07,4.80E-06,0,34672,0,6,0,0,0,0,0,4.8,15604,0,0,24,0,1.2,0,6,5,0,2,0,0,1.8,54995,0,320,0,0,552,6150,0,0,131
Nacer,Chadli,MID,WBA,6500000,10,34,1.619047619,2.49E-07,5.23E-06,0,34552,1,5,0,0,0,3,0,5.3,7816,0,-1,34,0,1.6,0,10.7,6,0,0,0,2,3.6,152873,0,173,0,2,344,59920,1,0,113
Nathaniel,Chalobah,MID,CHE,4500000,1,1,0.047619048,1.06E-08,2.22E-07,0,193,0,0,0,0,0,0,0,0.2,26,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,271,0,0,0,0,2,21,0,0,2
,Chamberlain,MID,ARS,5900000,1,14,0.666666667,1.13E-07,2.37E-06,0,83330,0,3,0,0,0,1,0,2.4,4787,-1,0,14,1,0.1,0,0.3,0,0,1,0,0,1.4,57721,0,186,0,0,259,444,0,0,54
Calum,Chambers,DEF,MID,4400000,2,9,0.428571429,9.74E-08,2.05E-06,0,101093,0,7,0,0,0,1,0,2,4309,-1,0,9,1,0.2,0,1,0,0,0,0,0,3.3,82882,0,70,0,0,270,2182,0,0,60
James,Chester,DEF,WBA,4500000,0,0,0,0,0,0,4010,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,85,0,0,0,3,0,0,0
Benjamin,Chilwell,DEF,LEI,4400000,0,0,0,0,0,0,4356,0,0,0,0,0,0,0,0,293,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,553,0,0,0,0,0,44,0,0,0
Pedro,Chirivella,MID,LIV,4300000,0,0,0,0,0,0,1003,0,0,0,0,0,0,0,0,116,-2,1,0,2,0,0,0,0,0,0,0,0,0.1,647,0,2,0,0,0,227,-1,0,0
,Christian Benteke,FWD,CRY,7700000,5,23,4.6,5.97E-07,2.99E-06,0,132687,1,6,0,0,0,3,0,3,7476,2,-1,23,-2,0.6,0,4.7,2,0,0,0,0,8.6,361829,0,315,0,0,443,100182,1,0,76
Josh,Clackstone,DEF,HUL,4000000,0,0,0,0,0,0,1885,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4381,0,0,0,0,0,405,0,0,0
Jordy,Clasie,MID,SOU,4700000,0,5,0.238095238,5.07E-08,1.06E-06,0,2473,0,3,0,0,0,0,0,1,142,-3,1,5,3,0.1,0,0.3,0,0,0,0,0,0.1,972,0,183,0,0,196,60,-1,0,24
Adam,Clayton,MID,MID,4400000,0,10,1.7,3.86E-07,2.27E-06,0,11376,1,6,0,0,0,0,0,2.3,837,-1,0,10,1,0.2,0,1,0,0,1,0,0,0.3,5321,0,0,0,0,414,259,0,0,57
Tom,Cleverley,MID,EVE,5300000,1,4,0.19047619,3.59E-08,7.55E-07,0,6339,1,1,0,0,0,0,0,0.8,214,-2,0,4,2,0.2,0,1,0,0,0,0,0,0.1,614,0,241,0,0,133,93,0,0,23
Gael,Clichy,DEF,MCI,5400000,0,10,0.476190476,8.82E-08,1.85E-06,0,31953,0,2,0,0,0,0,0,1.9,2818,-1,0,10,1,0.4,0,2,0,0,1,0,0,1.2,10658,0,166,0,0,259,784,0,0,65
Sam,Clucas,MID,HUL,4900000,2,14,2,4.08E-07,2.86E-06,0,2275,1,14,0,0,0,0,0,2.9,141,-1,0,14,1,0.4,0,2,0,0,1,0,0,0.1,889,0,0,0,0,612,73,0,0,119
Nathaniel,Clyne,DEF,LIV,5500000,2,15,2.1,3.82E-07,2.73E-06,0,160306,0,10,0,0,0,0,0,2.7,41973,0,0,15,0,0.4,0,2,0,0,0,0,1,9.1,106030,0,387,0,0,630,2094,0,0,114
Seamus,Coleman,DEF,EVE,5500000,2,22,5.5,1.00E-06,4.00E-06,0,86831,0,3,0,0,0,1,0,4,10713,0,0,22,0,1,0,5.3,4,0,1,0,0,4.8,142484,0,327,0,1,360,13309,0,0,95
James,Collins,DEF,WHU,4500000,2,17,2.8,6.22E-07,3.78E-06,0,153156,1,14,0,0,0,1,0,3.7,18812,0,1,17,0,0.2,0,0.7,2,0,1,0,0,8.2,307311,0,217,0,1,540,3248,-1,0,114
