FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1
Mike,van der Hoorn,DEF,SWA,4300000,0,16,0.144144144,3.35E-08,3.72E-06,0,22375,1,20,0,0,0,1,0,3.7,0,-2,0,16,2,0,0,0,0,0,1,0,0,0.2,18145,0,0,0,1,662,0,0,0,125,
Virgil,van Dijk,DEF,SOU,5600000,0,75,3.6,6.43E-07,1.34E-05,0,723277,3,23,0,0,0,1,0,13.4,0,1,0,75,-1,0,0,0,14,0,7,0,0,5.3,420817,0,452,0,3,1852,0,0,1,435,
Marco,Van Ginkel,MID,CHE,4900000,0,0,0,0,0,0,1219,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,152,0,81,0,0,0,0,0,0,0,
Jamie,Vardy,FWD,LEI,9900000,9,161,4.6,4.65E-07,1.63E-05,0,1298910,2,57,0,0,0,13,0,16.3,0,-1,0,161,1,0,0,0,24,0,7,0,8,13.9,912399,0,945,0,3,2801,0,0,1,555,
Guillermo,Varela,DEF,MUN,4500000,0,0,0,0,0,0,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,36,0,0,0,0,0,0,0,
Thibaud,Verlinden,MID,STK,4500000,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,
Jan,Vertonghen,DEF,TOT,5800000,2,126,3.8,6.55E-07,2.17E-05,0,435599,5,21,0,0,0,0,0,21.7,0,3,0,126,-3,0,0,0,8,0,15,0,0,7.7,595721,0,335,0,0,2894,0,0,0,733,
Sam,Vokes,FWD,BUR,5700000,8,121,3.3,5.79E-07,2.12E-05,0,317470,0,34,0,0,0,10,0,21.2,0,-3,0,121,3,0,0,0,12,0,5,0,4,3.2,414237,0,0,0,1,2064,0,0,0,394,
Michel,Vorm,GLK,TOT,4800000,0,17,0.153153153,3.19E-08,3.54E-06,0,22416,0,2,0,7,0,0,0,3.5,0,-2,0,17,2,0,0,0,0,0,2,0,0,0.3,18749,0,3,0,0,416,0,0,0,81,
Matej,Vydra,FWD,WAT,4500000,0,1,1,2.22E-07,2.22E-07,0,26851,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3,4288,0,0,0,0,3,0,0,0,3,
Molla,Wague,DEF,LEI,4400000,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,
Theo,Walcott,MID,ARS,7200000,0,122,4.4,6.11E-07,1.69E-05,0,1610816,1,26,0,0,0,10,0,16.9,0,-3,0,122,3,0,1,0,7,0,8,0,3,4.2,1654725,0,316,0,2,1916,0,0,0,380,
Kyle,Walker,DEF,TOT,6200000,0,142,4.3,6.94E-07,2.29E-05,0,1405304,8,21,0,0,0,0,0,22.9,0,7,0,142,-7,0,0,0,18,0,14,0,6,27.6,1642297,0,461,0,3,2701,0,0,0,640,
Jonathan,Walters,MID,STK,5300000,1,72,0.648648649,1.22E-07,1.36E-05,0,17650,1,22,0,0,0,4,0,13.6,0,-7,0,72,7,0,0,0,3,0,6,0,3,0.1,12131,0,312,0,0,1304,0,0,0,195,
Aaron,Wan-Bissaka,MID,CRY,4500000,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,
Victor,Wanyama,MID,TOT,4800000,12,103,2.9,6.04E-07,2.15E-05,0,335423,10,25,0,0,0,4,0,21.5,0,-2,0,103,2,0,0,0,7,0,12,0,2,2.9,342780,0,268,0,2,3012,0,0,0,578,
Joel,Ward,DEF,CRY,4800000,1,86,2.3,4.79E-07,1.79E-05,0,63529,7,63,0,0,0,0,0,17.9,0,-2,0,86,2,0,0,0,7,0,7,0,1,0.9,52775,0,333,0,0,3417,0,0,0,568,
Stephen,Ward,DEF,BUR,4500000,1,91,2.5,5.56E-07,2.02E-05,0,68354,5,53,0,0,0,1,0,20.2,0,0,0,91,0,0,0,0,3,0,8,0,1,1.6,127226,0,0,0,0,3230,0,0,0,596,
James,Ward-Prowse,MID,SOU,5000000,2,92,0.828828829,1.66E-07,1.84E-05,0,63909,4,26,0,0,0,4,0,18.4,0,-5,0,92,5,0,0,0,5,0,9,0,4,1.4,112243,0,266,0,1,1883,0,0,0,377,
Marcin,Wasilewski,DEF,LEI,3900000,0,1,0.009009009,2.31E-09,2.56E-07,0,70324,0,2,0,0,0,0,0,0.3,0,-1,0,1,1,0,0,0,0,0,0,0,0,1.8,94590,0,35,0,0,90,0,0,0,10,
Duncan,Watmore,MID,SUN,4700000,0,43,0.387387387,8.24E-08,9.15E-06,0,16387,1,20,0,0,0,0,0,9.1,0,-3,0,43,3,0,0,0,1,0,2,0,5,0.1,13005,0,185,0,0,1025,0,0,0,125,
Ben,Watson,MID,WAT,4200000,0,1,0.009009009,2.15E-09,2.38E-07,0,72105,0,2,0,0,0,0,0,0.2,0,-3,0,1,3,0,0,0,0,0,0,0,0,0.6,23610,0,351,0,0,54,0,0,1,6,
James,Weir,MID,HUL,4300000,0,0,0,0,0,0,745,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,802,0,0,0,0,0,0,0,0,0,
Danny,Welbeck,FWD,ARS,7300000,8,37,2.3,3.15E-07,5.07E-06,0,54873,0,11,0,0,0,2,0,5.1,0,-2,0,37,2,0,0,0,0,0,3,0,2,0.8,81846,0,164,0,0,748,0,0,0,117,
Ashley,Westwood,MID,BUR,4500000,1,13,0.117117117,2.60E-08,2.89E-06,0,193,3,9,0,0,0,0,0,2.9,0,0,0,13,0,0,0,0,0,0,1,0,0,0,357,0,0,0,0,551,0,0,0,68,
Glenn,Whelan,MID,STK,4200000,2,62,2.1,5.00E-07,1.48E-05,0,53972,5,40,0,0,0,0,0,14.8,0,-3,0,62,3,0,0,0,3,0,7,0,1,0.7,42775,1,432,0,0,2276,0,0,0,380,
Connor,Wickham,FWD,CRY,5500000,0,18,2.3,4.18E-07,3.27E-06,0,51741,1,6,0,0,0,2,0,3.3,0,-5,0,18,5,0,0,0,0,0,0,0,0,0.3,14609,0,225,0,0,412,0,0,0,59,
Georginio,Wijnaldum,MID,LIV,7500000,14,149,4.1,5.47E-07,1.99E-05,0,162394,2,37,0,0,0,6,0,19.9,0,-5,0,149,5,0,0,0,14,0,11,0,9,1.7,79127,0,630,0,2,2974,0,0,0,650,
Ashley,Williams,DEF,EVE,5200000,0,127,3.5,6.73E-07,2.44E-05,0,496130,7,40,0,0,0,1,0,24.4,0,2,0,127,-2,0,0,0,9,0,13,0,3,8.7,540492,0,487,0,2,3160,0,0,1,739,
Jonathan,Williams,MID,CRY,4500000,0,0,0,0,0,0,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,1,0,0,0,0,0,0,0,
,Willian,MID,CHE,7000000,7,114,1.027027027,1.47E-07,1.63E-05,0,488979,3,19,0,0,0,8,0,16.3,0,-5,0,114,5,0,0,0,13,0,6,0,3,3.5,249225,0,512,0,4,1534,0,0,0,441,
Matthew,Willock,MID,MUN,4500000,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,
Jack,Wilshere,MID,BOU,5800000,0,61,2.1,3.62E-07,1.05E-05,0,81937,4,45,0,0,0,0,0,10.5,0,-2,0,61,2,0,0,0,2,0,5,0,3,0.5,82762,0,18,0,0,1950,0,0,0,312,
Harry,Wilson,MID,LIV,4500000,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,
James,Wilson,FWD,MUN,5000000,0,0,0,0,0,0,3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,828,0,1,0,0,0,0,0,0,0,
Kane,Wilson,DEF,WBA,4000000,0,0,0,0,0,0,16225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,23198,0,0,0,0,0,0,0,0,0,
Kevin,Wimmer,DEF,TOT,4500000,0,2,0.018018018,4.00E-09,4.44E-07,0,11817,3,4,0,0,0,0,0,0.4,0,-5,0,2,5,0,0,0,0,0,0,0,0,0.1,7624,1,131,0,0,357,0,0,0,26,
Harry,Winks,MID,TOT,4500000,0,30,1.4,3.11E-07,6.67E-06,0,6856,1,6,0,0,0,1,0,6.7,0,0,0,30,0,0,0,0,0,0,0,0,1,0,7322,0,0,0,0,494,0,0,0,141,
Philipp,Wollscheid,DEF,STK,4500000,0,1,0.5,1.11E-07,2.22E-07,0,43812,1,5,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2,851,0,330,0,0,180,0,0,0,23,
Ben,Woodburn,MID,LIV,4300000,0,5,0.045045045,1.05E-08,1.16E-06,0,1163,0,1,0,0,0,0,0,1.2,0,-2,0,5,2,0,0,0,0,0,0,0,0,0,1524,0,0,0,0,86,0,0,0,14,
Matthew,Worthington,MID,BOU,4500000,1,1,0.009009009,2.00E-09,2.22E-07,0,0,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3,
Ben,Wynter,DEF,CRY,4000000,0,0,0,0,0,0,6584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,9129,0,0,0,0,0,0,0,0,0,
Granit,Xhaka,MID,ARS,5200000,2,85,2.7,5.19E-07,1.63E-05,0,273981,5,32,0,0,0,2,0,16.3,0,-3,0,85,3,0,0,0,7,0,10,0,3,3.2,134586,0,0,0,1,2483,0,0,2,506,
Claudio,Yacob,MID,WBA,4300000,2,54,1.6,3.72E-07,1.26E-05,0,13310,9,36,0,0,0,0,0,12.6,0,-2,0,54,2,0,0,0,0,0,4,0,0,0.2,10457,0,286,0,0,2418,0,0,0,366,
,Yaya Toure,MID,MCI,7200000,3,86,0.774774775,1.08E-07,1.19E-05,0,185727,4,17,0,0,0,5,0,11.9,0,-8,0,86,8,0,0,0,6,0,12,0,0,1,143190,0,525,0,2,1941,0,0,0,422,
DeAndre,Yedlin,DEF,TOT,4400000,0,0,0,0,0,0,14284,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,496,0,227,0,0,0,0,0,0,0,
Maya,Yoshida,DEF,SOU,4500000,2,78,3.4,7.56E-07,1.73E-05,0,63196,2,32,0,0,0,1,0,17.3,0,0,0,78,0,0,0,0,8,0,7,0,1,5.9,303257,0,152,0,1,2070,0,0,0,469,
Ashley,Young,MID,MUN,5000000,0,26,2.2,4.40E-07,5.20E-06,0,6205,2,6,0,0,0,0,0,5.2,0,-5,0,26,5,0,0,0,1,0,4,0,1,0.1,4466,0,178,0,0,760,0,0,0,154,
Pablo,Zabaleta,DEF,MCI,4700000,0,45,0.405405405,8.63E-08,9.57E-06,0,91419,2,18,0,0,0,1,0,9.6,0,-3,0,45,3,0,0,0,5,0,2,0,1,1.2,60996,0,152,0,1,1065,0,0,0,230,
Wilfried,Zaha,MID,CRY,5800000,2,149,4.3,7.41E-07,2.57E-05,0,1118112,8,56,0,0,0,7,0,25.7,0,3,0,149,-3,0,0,0,13,0,7,0,11,11.9,1509710,0,353,0,4,3019,0,0,0,481,
Mauro,Zarate,FWD,WAT,5200000,0,8,2.7,5.19E-07,1.54E-06,0,2678,0,3,0,0,0,0,0,1.5,0,-3,0,8,3,0,0,0,0,0,0,0,1,0,2873,0,0,0,0,204,0,0,0,27,
Simone,Zaza,FWD,WHU,6000000,0,10,1.3,2.17E-07,1.67E-06,0,45101,2,14,0,0,0,0,0,1.7,0,-10,0,10,10,0,0,0,0,0,2,0,0,0.1,44581,0,0,0,0,459,0,0,0,21,
Ron-Robert,Zieler,GLK,LEI,4400000,0,17,0.153153153,3.48E-08,3.86E-06,0,17126,0,16,0,18,0,0,0,3.9,0,-1,0,17,1,0,0,0,0,0,1,0,0,0.3,13381,0,0,0,0,754,0,0,0,119,
Oleksandr,Zinchenko,MID,MCI,5300000,0,0,0,0,0,0,2407,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,
Kurt,Zouma,DEF,CHE,5300000,0,15,0.135135135,2.55E-08,2.83E-06,0,8545,0,8,0,0,0,0,0,2.8,0,-2,0,15,2,0,0,0,3,0,0,0,1,0.3,4877,0,185,0,0,250,0,0,0,69,
Juan,Zuniga,DEF,WAT,4100000,0,38,0.342342342,8.35E-08,9.27E-06,0,125112,1,15,0,0,0,1,0,9.3,0,-4,0,38,4,0,0,0,2,0,1,0,1,1.1,128130,0,0,0,1,823,0,0,0,173,
