FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS
Ryan,Mason,MID,HUL,4900000,7,12,0.5,1.02E-07,2.45E-06,0,2546,1,13,0,0,0,1,0,2.4,139,-1,0,12,1,0.7,0,3.3,0,0,0,0,0,0.1,2840,0,147,0,0,290,407,0,0,54
Arthur,Masuaku,DEF,WHU,4800000,0,11,2.2,4.58E-07,2.29E-06,0,21402,1,13,0,0,0,0,0,2.3,1007,-2,1,11,2,0,0,0,1,0,1,0,1,0.2,17444,0,0,0,0,436,9,-1,0,107
Juan,Mata,MID,MUN,7400000,0,30,5,6.76E-07,4.05E-06,0,83085,0,4,0,0,0,2,0,4.1,13951,-1,0,30,1,0.7,0,5.3,3,0,3,0,1,2.2,83473,0,586,0,0,400,2357,0,0,122
Nemanja,Matic,MID,CHE,5000000,6,29,3.6,7.20E-07,5.80E-06,0,57053,2,9,0,0,0,0,0,5.8,3988,0,0,29,0,0.9,0,4.3,0,0,3,0,4,2.9,61213,0,373,0,0,685,9509,0,0,148
Joel,Matip,DEF,LIV,5400000,7,16,2.7,5.00E-07,2.96E-06,0,35515,1,5,0,0,0,0,0,3,1202,-1,0,16,1,0.7,0,3.7,1,0,1,0,0,1.8,26414,0,0,0,0,540,5671,0,0,103
Adam,Matthews,DEF,SUN,4000000,0,0,0,0,0,0,985,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,4,0,0,0,20,0,0,0
Alfie,Mawson,DEF,SWA,4500000,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,26,0,0,0
Dieumerci,Mbokani,FWD,HUL,5500000,0,6,0.25,4.55E-08,1.09E-06,0,2689,0,4,0,0,0,0,0,1.1,591,0,0,6,0,0.1,0,0.7,0,0,0,0,1,0.1,4063,0,0,0,0,104,56,0,0,18
James,McArthur,MID,CRY,4900000,2,28,4.7,9.59E-07,5.71E-06,0,16982,1,7,0,0,0,2,0,5.7,8671,-1,0,28,1,1.1,0,5.3,4,0,0,0,1,1.1,54644,0,282,0,0,482,2077,0,0,104
Gareth,McAuley,DEF,WBA,4800000,2,29,3.6,7.50E-07,6.04E-06,0,170294,0,8,0,0,0,1,0,6,30552,3,0,29,-3,0.4,0,2,1,0,2,0,0,24.7,668613,0,339,0,1,720,7440,0,0,129
Oliver,McBurnie,FWD,SWA,4500000,0,1,0.041666667,9.26E-09,2.22E-07,0,2513,0,0,0,0,0,0,0,0.2,212,0,0,1,0,0,0,0,0,0,0,0,0,0.1,4243,0,0,0,0,5,223,0,0,3
Alex,McCarthy,GLK,SOU,4400000,0,0,0,0,0,0,3215,0,0,0,0,0,0,0,0,169,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,532,0,82,0,0,0,26,0,0,0
James,McCarthy,MID,EVE,4800000,1,4,0.166666667,3.47E-08,8.33E-07,0,9997,0,3,0,0,0,0,0,0.8,98,-2,0,4,2,0.1,0,0.3,0,0,0,0,0,0.2,1710,0,365,0,0,161,44,0,0,22
James,McClean,MID,WBA,5000000,5,24,3.4,6.80E-07,4.80E-06,0,6980,2,4,0,0,0,1,0,4.8,594,0,0,24,0,0.6,0,3,1,0,2,0,2,0.2,7520,0,336,0,0,438,399,0,0,96
Luke,McGee,GLK,TOT,4000000,0,0,0,0,0,0,1582,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2243,0,0,0,0,0,80,0,0,0
Allan,McGregor,GLK,HUL,4400000,0,0,0,0,0,0,639,0,0,0,0,0,0,0,0,39,-1,0,0,1,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,16,0,0,0
Callum,McManaman,MID,WBA,4400000,0,0,0,0,0,0,4330,0,0,0,0,0,0,0,0,226,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1459,0,27,0,0,0,63,0,0,0
Patrick,McNair,DEF,SUN,4400000,0,3,0.125,2.84E-08,6.82E-07,0,8507,0,7,0,0,0,0,0,0.7,555,-1,0,3,1,0.2,0,1,0,0,0,0,0,0.4,3787,1,28,0,0,184,173,0,0,22
Sam,McQueen,MID,SOU,4500000,5,5,0.208333333,4.63E-08,1.11E-06,0,170,0,1,0,0,0,0,0,1.1,170,0,0,5,0,1.1,0,5,0,0,0,0,1,0,1463,0,0,0,0,77,1463,0,0,27
Ben,Mee,DEF,BUR,4500000,4,21,2.6,5.78E-07,4.67E-06,0,14344,1,12,0,0,0,0,0,4.7,987,0,0,21,0,0.9,0,4,0,0,2,0,1,0.8,17941,1,0,0,0,720,7504,0,0,143
Nampalys,Mendy,MID,LEI,4400000,0,0,0,0,0,0,26199,1,0,0,0,0,0,0,0,904,-1,0,0,1,0,0,0,0,0,0,0,0,0.4,2323,0,0,0,0,52,19,0,0,-1
Per,Mertesacker,DEF,ARS,4900000,0,0,0,0,0,0,3902,0,0,0,0,0,0,0,0,132,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,527,0,265,0,0,0,27,0,0,0
David,Meyler,MID,HUL,4500000,1,19,2.4,5.33E-07,4.22E-06,0,8044,1,14,0,0,0,1,0,4.2,1362,0,0,19,0,0.7,0,3,0,0,1,0,0,0.4,13011,0,0,0,0,593,685,0,0,121
Matt,Miazga,DEF,CHE,4400000,0,0,0,0,0,0,3337,0,0,0,0,0,0,0,0,75,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,368,0,18,0,0,0,4,0,0,0
Simon,Mignolet,GLK,LIV,5000000,0,16,3.2,6.40E-07,3.20E-06,0,74893,0,8,0,10,0,0,0,3.2,8177,0,0,16,0,0,0,0,1,0,0,0,0,2.5,63654,0,340,1,0,450,666,0,0,81
,Mika,GLK,SUN,4500000,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,7,0,0,0
John Obi,Mikel,MID,CHE,4400000,0,0,0,0,0,0,3850,0,0,0,0,0,0,0,0,213,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1623,0,209,0,0,0,24,0,0,0
James,Milner,MID,LIV,6700000,3,46,6.6,9.85E-07,6.87E-06,0,50487,1,7,0,0,0,4,0,6.9,17005,2,0,46,-2,1.3,0,9,9,0,1,0,1,7.5,278245,0,508,0,3,611,49274,0,0,206
Tyrone,Mings,DEF,BOU,4500000,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,1,0,0,0,32,0,0,0
Kevin,Mirallas,MID,EVE,6400000,1,27,1.125,1.76E-07,4.22E-06,0,163477,0,4,0,0,0,1,0,4.2,18858,-1,1,27,1,0.2,0,1,1,0,2,0,2,2.6,199890,0,245,0,0,465,671,-1,0,84
Henrikh,Mkhitaryan,MID,MUN,8900000,0,4,0.166666667,1.87E-08,4.49E-07,0,230885,0,2,0,0,0,0,0,0.4,999,-6,0,4,6,0,0,0,0,0,0,0,0,1.3,4419,0,0,0,0,107,62,0,0,8
Nacho,Monreal,DEF,ARS,6000000,1,28,3.5,5.83E-07,4.67E-06,0,96809,1,9,0,0,0,0,0,4.7,5657,0,0,28,0,0.8,0,4.7,4,0,3,0,0,4.8,46567,0,511,0,0,703,6036,0,0,170
Jefferson,Montero,MID,SWA,5100000,0,4,0.166666667,3.27E-08,7.84E-07,0,7059,0,2,0,0,0,0,0,0.8,246,-4,0,4,4,0,0,0,0,0,0,0,0,0.1,1719,0,202,0,0,120,5,0,0,30
Alberto,Moreno,DEF,LIV,4600000,1,3,0.125,2.72E-08,6.52E-07,0,121196,1,3,0,0,0,0,0,0.7,3564,-4,0,3,4,0.1,0,0.3,0,0,0,0,0,2,8161,0,394,0,0,110,408,0,0,15
Wes,Morgan,DEF,LEI,5000000,1,28,3.5,7.00E-07,5.60E-06,0,384134,0,14,0,0,0,1,0,5.6,64574,0,0,28,0,0.5,0,2.3,0,0,3,0,0,20.7,208633,0,549,0,0,720,6434,0,0,148
James,Morrison,MID,WBA,4700000,0,4,0.166666667,3.55E-08,8.51E-07,0,2525,0,0,0,0,0,0,0,0.9,114,-3,0,4,3,0.1,0,0.7,0,0,0,0,0,0,473,0,266,0,0,35,15,0,0,12
Victor,Moses,MID,CHE,5500000,10,22,0.916666667,1.67E-07,4.00E-06,0,5992,1,0,0,0,0,2,0,4,536,0,0,22,0,0.7,0,4,2,0,2,0,0,0.3,11124,0,127,0,1,226,6766,0,0,86
Lys,Mousset,FWD,BOU,5300000,0,0,0,0,0,0,2106,0,0,0,0,0,0,0,0,86,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,540,0,0,0,0,0,57,0,0,0
Marc,Muniesa,DEF,STK,4300000,1,1,0.041666667,9.69E-09,2.33E-07,0,3111,0,0,0,0,0,0,0,0.2,132,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,0.1,683,0,111,0,0,16,107,0,0,8
Ahmed,Musa,FWD,LEI,7000000,2,7,0.291666667,4.17E-08,1.00E-06,0,344902,0,7,0,0,0,0,0,1,3910,-5,0,7,5,0.1,0,0.7,0,0,0,0,0,3.5,26124,0,0,0,0,221,789,0,0,15
Shkodran,Mustafi,DEF,ARS,6000000,1,19,3.8,6.33E-07,3.17E-06,0,11973,0,4,0,0,0,0,0,3.2,2503,0,0,19,0,0.8,0,5,2,0,2,0,0,1.5,55330,0,0,0,0,450,11171,0,0,117
Jordon,Mutch,MID,CRY,4300000,0,1,0.041666667,9.69E-09,2.33E-07,0,3142,0,1,0,0,0,0,0,0.2,234,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,1831,0,54,0,0,9,293,0,0,7
Boaz,Myhill,GLK,WBA,4300000,0,0,0,0,0,0,26116,0,0,0,0,0,0,0,0,1076,-2,0,0,2,0,0,0,0,0,0,0,0,0.7,1511,0,218,0,0,0,71,0,0,0
Samir,Nasri,MID,MCI,6400000,0,1,1,1.56E-07,1.56E-07,0,11560,0,0,0,0,0,0,0,0.2,142,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,826,0,164,0,0,16,6,0,0,0
Kyle,Naughton,DEF,SWA,4500000,1,13,1.6,3.56E-07,2.89E-06,0,25665,1,15,0,0,0,0,0,2.9,1255,0,0,13,0,0.2,0,1,0,0,1,0,0,1.2,23687,0,239,0,0,720,1731,0,0,140
Jesus,Navas,MID,MCI,6200000,0,9,0.375,6.05E-08,1.45E-06,0,30771,0,4,0,0,0,0,0,1.5,1017,-3,1,9,3,0.2,0,1,0,0,0,0,1,0.6,10840,0,408,0,0,174,114,-1,0,34
Didier,Ndong,MID,SUN,4900000,2,8,1.6,3.27E-07,1.63E-06,0,417,1,7,0,0,0,0,0,1.6,70,-1,1,8,1,0.4,0,2,0,0,0,0,0,0,617,0,0,0,0,378,16,-1,0,56
Alvaro,Negredo,FWD,MID,6400000,2,29,3.6,5.63E-07,4.53E-06,0,842394,0,10,0,0,0,1,0,4.5,96135,-1,1,29,1,0.2,0,1.3,5,0,1,0,2,15.3,906858,0,0,0,1,621,3242,-1,0,75
Julien,Ngoy,FWD,STK,4500000,0,0,0,0,0,0,1341,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2721,0,0,0,0,0,232,0,0,0
Oumar,Niasse,FWD,EVE,5700000,0,0,0,0,0,0,1798,0,0,0,0,0,0,0,0,71,-3,0,0,3,0,0,0,0,0,0,0,0,0,653,0,19,0,0,0,55,0,0,0
Clinton,N'Jie,FWD,TOT,5900000,0,0,0,0,0,0,1633,0,0,0,0,0,0,0,0,29,-1,0,0,1,0,0,0,0,0,0,0,0,0,289,0,38,0,0,0,10,0,0,0
Georges-Kevin,Nkoudou,MID,TOT,6900000,0,2,0.083333333,1.21E-08,2.90E-07,0,247,0,0,0,0,0,0,0,0.3,17,-1,0,2,1,0.1,0,0.7,0,0,0,0,0,0,289,0,0,0,0,6,17,0,0,3
Mark,Noble,MID,WHU,6300000,2,14,1.8,2.86E-07,2.22E-06,0,97124,3,15,0,0,0,0,0,2.2,3594,-2,0,14,2,0.3,0,1.7,0,0,2,0,0,1.8,9007,0,581,0,0,626,116,0,0,93
,Nolito,MID,MCI,8800000,6,30,1.25,1.42E-07,3.41E-06,0,227791,0,2,0,0,0,3,0,3.4,2618,-2,0,30,2,0.2,0,2,2,0,1,0,2,1.6,206365,0,0,0,1,349,1791,0,1,97
Kristoffer,Nordfeldt,GLK,SWA,4000000,0,0,0,0,0,0,21957,0,0,0,0,0,0,0,0,1130,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5848,0,10,0,0,0,228,0,0,0
Havard,Nordtveit,MID,WHU,4800000,1,10,0.416666667,8.68E-08,2.08E-06,0,3821,0,7,0,0,0,0,0,2.1,119,-2,0,10,2,0.2,0,1,0,0,1,0,0,0.1,926,0,0,0,0,308,16,0,0,48
,Nsue,DEF,MID,4300000,0,10,0.416666667,9.69E-08,2.33E-06,0,16192,0,5,0,0,0,0,0,2.3,1429,-2,1,10,2,0,0,0,0,0,1,0,0,0.3,7228,0,0,0,0,320,196,-1,0,49
David,Nugent,FWD,MID,4700000,0,4,0.166666667,3.55E-08,8.51E-07,0,21641,0,0,0,0,0,0,0,0.9,864,-3,1,4,3,0,0,0,0,0,0,0,0,0.4,6159,0,0,0,0,43,405,-1,0,11
Allan-Romeo,Nyom,DEF,WBA,4300000,2,5,1.3,3.02E-07,1.16E-06,0,21276,2,3,0,0,0,0,0,1.2,744,-2,0,5,2,0.4,0,1.7,0,0,0,0,0,0.6,5761,0,275,0,0,293,1482,0,0,24
Pedro,Obiang,MID,WHU,4400000,3,4,0.166666667,3.79E-08,9.09E-07,0,6484,2,1,0,0,0,0,0,0.9,307,-1,0,4,1,0.3,0,1.3,0,0,1,0,0,0.3,3123,0,163,0,0,182,315,0,0,41
Moses,Odubajo,DEF,HUL,4400000,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,10,0,0,0
Angelo,Ogbonna,DEF,WHU,4800000,5,9,1.8,3.75E-07,1.88E-06,0,24331,1,11,0,0,0,0,0,1.9,573,-2,0,9,2,0.6,0,2.7,0,0,1,0,0,0.9,4763,0,284,0,0,450,1630,0,0,80
Stefano,Okaka,FWD,WAT,5400000,0,0,0,0,0,0,524,1,0,0,0,0,0,0,0,35,-1,0,0,1,0,0,0,0,0,0,0,0,0,545,0,0,0,0,13,24,0,0,0
Eunan,O'Kane,MID,BOU,4400000,0,0,0,0,0,0,8842,0,0,0,0,0,0,0,0,258,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,1190,0,84,0,0,0,4,0,0,0
Shinji,Okazaki,FWD,LEI,5700000,0,7,0.291666667,5.12E-08,1.23E-06,0,66887,0,2,0,0,0,0,0,1.2,3278,-3,0,7,3,0.1,0,0.3,0,0,2,0,0,1.3,24284,0,320,0,0,238,1495,0,0,16
Greg,Olley,MID,HUL,4400000,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,25,-1,0,0,1,0,0,0,0,0,0,0,0,0,372,0,0,0,0,0,12,0,0,0
Olufela,Olomola,MID,SOU,4500000,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,9,0,0,0
Jonas,Olsson,DEF,WBA,4400000,0,6,0.25,5.68E-08,1.36E-06,0,22675,1,2,0,0,0,0,0,1.4,1229,-1,0,6,1,0,0,0,0,0,1,0,0,0.8,12455,0,261,0,0,180,137,0,0,28
Aiden,O'Neill,MID,BUR,4400000,1,3,0.125,2.84E-08,6.82E-07,0,725,0,4,0,0,0,0,0,0.7,64,-1,0,3,1,0.1,0,0.3,0,0,0,0,0,0,924,0,0,0,0,85,31,0,0,16
Joshua,Onomah,MID,TOT,4400000,0,2,0.083333333,1.89E-08,4.55E-07,0,1639,0,0,0,0,0,0,0,0.5,101,-1,0,2,1,0,0,0,0,0,0,0,0,0.1,932,0,17,0,0,9,21,0,0,8
Divock,Origi,FWD,LIV,6600000,1,6,1,1.52E-07,9.09E-07,0,179886,0,2,0,0,0,0,0,0.9,2514,-4,0,6,4,0.1,0,0.7,0,0,0,0,0,1.8,17352,0,200,0,0,109,844,0,0,13
,Oriol Romeu,MID,SOU,4500000,2,20,2.5,5.56E-07,4.44E-06,0,9682,1,5,0,0,0,0,0,4.4,1463,0,0,20,0,0.5,0,2.3,3,0,3,0,0,0.4,16798,0,239,0,0,641,1629,0,0,129
,Oscar,MID,CHE,7200000,0,14,0.583333333,8.10E-08,1.94E-06,0,56321,1,6,0,0,0,0,0,1.9,4143,-3,1,14,3,0,0,0.3,0,0,1,0,1,0.8,21720,0,321,0,0,426,50,-1,0,89
John,O'Shea,DEF,SUN,4400000,1,6,0.25,5.68E-08,1.36E-06,0,12774,0,6,0,0,0,0,0,1.4,448,-1,0,6,1,0.3,0,1.3,1,0,0,0,0,0.5,3345,0,193,0,0,306,263,0,0,48
David,Ospina,GLK,ARS,4800000,0,0,0,0,0,0,3786,0,0,0,0,0,0,0,0,242,-2,1,0,2,0,0,0,0,0,0,0,0,0.2,1056,0,56,0,0,0,46,-1,0,0
Nicolas,Otamendi,DEF,MCI,5900000,2,15,2.1,3.56E-07,2.54E-06,0,60151,2,7,0,0,0,0,0,2.5,3551,-1,0,15,1,0.2,0,1.3,2,0,0,0,1,3.2,34749,0,353,0,0,591,2214,0,0,142
Mamadou Obbi,Oulare,FWD,WAT,4500000,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,8,0,0,0
Bryan,Oviedo,MID,EVE,4400000,2,4,0.166666667,3.79E-08,9.09E-07,0,4231,2,3,0,0,0,0,0,0.9,231,-1,0,4,1,0.3,0,1.3,0,0,0,0,0,0.1,2995,0,130,0,0,260,273,0,0,36
Reece,Oxford,DEF,WHU,4300000,0,0,0,0,0,0,12878,0,0,0,0,0,0,0,0,550,-2,0,0,2,0,0,0,0,0,0,0,0,0.4,1861,0,28,0,0,0,151,0,0,0
Mesut,Ozil,MID,ARS,9600000,10,36,5.1,5.31E-07,3.75E-06,0,185742,0,5,0,0,0,3,0,3.8,6141,1,-1,36,-1,0.8,0,7.7,6,0,2,0,0,8.5,275512,0,783,0,0,529,43392,1,0,149
Costel,Pantilimon,GLK,WAT,4400000,0,0,0,0,0,0,9092,0,0,0,0,0,0,0,0,464,-1,0,0,1,0,0,0,0,0,0,0,0,0.5,1167,0,146,0,0,0,66,0,0,0
Juan Carlos,Paredes,DEF,WAT,4000000,0,0,0,0,0,0,345227,0,0,0,0,0,0,0,0,13922,0,0,0,0,0,0,0,0,0,0,0,0,7.1,13216,0,88,0,0,0,208,0,0,0
,Pau Lopez,GLK,TOT,5000000,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,13,0,0,0
Dimitri,Payet,MID,WHU,9400000,3,34,5.7,6.06E-07,3.62E-06,0,620128,1,13,0,0,0,1,0,3.6,22348,-1,0,34,1,0.5,0,4.7,6,0,1,0,4,13,157623,0,701,0,1,461,9283,0,0,140
,Pedro,MID,CHE,7100000,6,15,0.625,8.80E-08,2.11E-06,0,17178,1,1,0,0,0,0,0,2.1,334,-4,0,15,4,0.4,0,2.7,0,0,1,0,2,0.3,2807,0,399,0,0,192,431,0,0,64
Matthew,Pennington,DEF,EVE,3900000,0,0,0,0,0,0,3213,0,0,0,0,0,0,0,0,355,-1,1,0,1,0,0,0,0,0,0,0,0,0.2,2857,0,53,0,0,0,2038,-1,0,0
Andreas,Pereira,MID,MUN,4400000,0,0,0,0,0,0,2446,0,0,0,0,0,0,0,0,44,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,637,0,12,0,0,0,2,0,0,0
Roberto,Pereyra,MID,WAT,6000000,3,21,3.5,5.83E-07,3.50E-06,0,24581,2,7,0,0,0,1,0,3.5,4996,0,0,21,0,0.3,0,1.7,0,0,1,0,2,0.7,45097,0,0,0,0,479,472,0,0,99
Lucas,Perez,FWD,ARS,8000000,0,3,1.5,1.88E-07,3.75E-07,0,32535,0,1,0,0,0,0,0,0.4,1227,-5,0,3,5,0,0,0,0,0,0,0,0,0.2,35215,0,0,0,0,64,588,0,0,12
Matt,Phillips,MID,WBA,5300000,3,25,3.1,5.85E-07,4.72E-06,0,8720,0,7,0,0,0,0,0,4.7,569,-2,0,25,2,0.6,0,3.3,0,0,3,0,2,0.1,3266,0,0,0,0,669,152,0,0,74
Jordan,Pickford,GLK,SUN,4000000,2,20,3.3,8.25E-07,5.00E-06,0,68845,0,11,0,31,0,0,0,5,4026,0,0,20,0,0.8,0,3,2,0,0,0,0,12.5,220667,0,18,0,0,540,22792,0,0,119
Jeremy,Pied,DEF,SOU,4800000,0,1,0.041666667,8.68E-09,2.08E-07,0,2401,0,0,0,0,0,0,0,0.2,53,-2,0,1,2,0,0,0,0,0,0,0,0,0,127,0,0,0,0,12,5,0,0,2
Steven,Pienaar,MID,SUN,4900000,1,7,0.291666667,5.95E-08,1.43E-06,0,571,1,2,0,0,0,0,0,1.4,15,-1,0,7,1,0.1,0,0.7,0,0,1,0,0,0,611,0,0,0,0,232,13,0,0,28
Erik,Pieters,DEF,STK,4400000,8,15,2.1,4.77E-07,3.41E-06,0,96904,1,12,0,0,0,0,0,3.4,2308,-1,0,15,1,0.9,0,4,2,0,1,0,0,3.5,46077,0,388,0,0,630,25524,0,0,101
Sebastien,Pocognoli,DEF,WBA,4000000,0,0,0,0,0,0,14435,0,0,0,0,0,0,0,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1706,0,16,0,0,0,21,0,0,0
Paul,Pogba,MID,MUN,8300000,3,22,3.1,3.73E-07,2.65E-06,0,359050,1,7,0,0,0,1,0,2.7,21143,-2,0,22,2,0.5,0,4.3,1,0,3,0,0,9.3,245486,0,0,0,0,630,4991,0,0,95
Nick,Pope,GLK,BUR,4000000,0,0,0,0,0,0,21741,0,0,0,0,0,0,0,0,1078,0,0,0,0,0,0,0,0,0,0,0,0,2,8792,0,0,0,0,0,288,0,0,0
Alex,Pritchard,MID,TOT,4500000,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,-4,0,0,0,2,0,0,0
Sebastian,Prodl,DEF,WAT,4500000,6,13,1.6,3.56E-07,2.89E-06,0,4561,2,11,0,0,0,0,0,2.9,321,0,0,13,0,0.5,0,2.3,0,0,1,0,0,0.3,7045,0,181,0,0,639,934,0,0,97
Marc,Pugh,MID,BOU,4800000,0,0,0,0,0,0,2151,0,0,0,0,0,0,0,0,101,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,165,0,245,0,0,0,9,0,0,0
Jason,Puncheon,MID,CRY,5500000,2,26,3.3,6.00E-07,4.73E-06,0,51117,3,9,0,0,0,0,0,4.7,9407,0,0,26,0,0.2,0,1.3,4,0,0,0,3,1.5,60251,0,381,0,0,706,830,0,0,164
Gaston,Ramirez,MID,MID,5300000,1,12,1.5,2.83E-07,2.26E-06,0,63432,4,7,0,0,0,0,0,2.3,3022,-2,1,12,2,0.2,0,1,0,0,1,0,1,0.7,40872,0,0,0,0,511,53,-1,0,53
Aaron,Ramsey,MID,ARS,7700000,0,2,0.083333333,1.08E-08,2.60E-07,0,134516,0,3,0,0,0,0,0,0.3,803,-3,0,2,3,0,0,0,0,0,0,0,0,1,2180,0,558,0,0,60,45,0,0,5
Connor,Randall,DEF,LIV,4000000,0,0,0,0,0,0,12677,0,0,0,0,0,0,0,0,771,0,0,0,0,0,0,0,0,0,0,0,0,0.7,8355,0,30,0,0,0,901,0,0,0
Darren,Randolph,GLK,WHU,4400000,0,0,0,0,0,0,7768,0,0,0,0,0,0,0,0,421,-1,0,0,1,0,0,0,0,0,0,0,0,0.5,1137,0,56,0,0,0,47,0,0,0
Angel,Rangel,DEF,SWA,4400000,1,6,0.25,5.68E-08,1.36E-06,0,7129,0,6,0,0,0,0,0,1.4,353,-1,0,6,1,0.2,0,1,0,0,0,0,0,0.3,1564,0,194,0,0,239,186,0,0,64
Tokelo,Rantie,FWD,BOU,4500000,0,0,0,0,0,0,11613,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1419,0,3,0,0,0,26,0,0,0
Marcus,Rashford,FWD,MUN,6900000,2,21,0.875,1.27E-07,3.04E-06,0,177801,1,5,0,0,0,3,0,3,33676,-1,0,21,1,0.5,0,3.3,0,0,1,0,0,9.1,312550,0,237,0,0,403,18772,0,0,109
Adam,Reach,MID,MID,4400000,0,0,0,0,0,0,1981,0,0,0,0,0,0,0,0,74,-1,0,0,1,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,1,0,0,0
Nathan,Redmond,MID,SOU,5900000,9,33,4.1,6.95E-07,5.59E-06,0,339324,1,7,0,0,0,2,0,5.6,26082,-1,0,33,1,0.8,0,5,5,0,3,0,0,6.1,289107,0,379,0,0,717,5237,0,0,125
Harrison,Reed,MID,SOU,4400000,0,0,0,0,0,0,1334,0,0,0,0,0,0,0,0,80,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,595,0,1,0,0,0,18,0,0,0
Winston,Reid,DEF,WHU,5000000,8,22,3.1,6.20E-07,4.40E-06,0,36926,2,12,0,0,0,0,0,4.4,1117,0,0,22,0,1,0,5,4,0,2,0,1,1.8,22561,0,294,0,0,617,11423,0,0,144
Jeff,Reine-Adelaide,MID,ARS,4500000,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,11,0,0,0
Loic,Remy,FWD,CRY,6300000,0,0,0,0,0,0,20619,0,0,0,0,0,0,0,0,219,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,14412,0,62,0,0,0,41,0,0,0
Jordan,Rhodes,FWD,MID,5500000,1,4,0.166666667,3.03E-08,7.27E-07,0,34607,0,1,0,0,0,0,0,0.7,443,-5,0,4,5,0.2,0,1.3,0,0,0,0,0,0.3,1912,0,0,0,0,102,207,0,0,9
Andrew,Robertson,DEF,HUL,4500000,0,13,1.6,3.56E-07,2.89E-06,0,41874,2,17,0,0,0,0,0,2.9,15158,0,0,13,0,0,0,0,1,0,1,0,0,1.4,47907,0,0,0,0,692,91,0,0,115
Paul,Robinson,GLK,BUR,4000000,0,0,0,0,0,0,27092,0,0,0,0,0,0,0,0,1378,0,0,0,0,0,0,0,0,0,0,0,0,2.5,8696,0,0,0,0,0,325,0,0,0
Joel,Robles,GLK,EVE,4800000,0,0,0,0,0,0,2621,0,0,0,0,0,0,0,0,124,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,543,0,110,0,0,0,54,0,0,0
Hal,Robson-Kanu,FWD,WBA,5000000,0,3,0.125,2.50E-08,6.00E-07,0,4701,0,0,0,0,0,0,0,0.6,593,0,0,3,0,0.1,0,0.7,0,0,0,0,0,0.1,8057,0,0,0,0,19,468,0,0,8
