FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Raphael,Spiegel,GLK,WHU,4000000,0,0,0,0,0,0,3164,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0.2,7843,0,0,0,0,0,77,0,0,0,Leicester,Hull City,Arsenal,Swansea,Sunderland,0,0,0,0,0,0,0,0,0,0
Junior,Stanislas,MID,BOU,4800000,0,75,0.892857142857143,1.86011904761905E-07,1.5625E-05,0,272587,1,23,0,0,0,4,0,15.3,13148,-7,1,75,7,0,0,0,6,0,4,0,6,1.2,309859,0,217,0,1,1099,181,-1,0,274,Swansea,Southampton,Liverpool,Chelsea,Tottenham,0,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.6,0.4
Maarten,Stekelenburg,GLK,EVE,4700000,0,57,3.6,7.65957446808511E-07,1.21276595744681E-05,0,210424,2,20,0,35,0,0,0,12.1,1414,-3,0,57,3,0,0,0,3,0,3,0,0,1.9,205062,1,151,2,1,1413,131,0,0,255,Hull City,Liverpool,Man Utd,Leicester,Burnley,4.9,4,2.7,4.2,4.7,4.3,4.4,3.3,4.2,3.9
Jack,Stephens,DEF,SOU,4000000,0,11,0.130952380952381,3.27380952380952E-08,2.75E-06,0,16424,0,11,0,0,0,0,0,2.8,1063,0,0,11,0,0.3,0,1,0,0,1,0,0,1.1,47832,0,0,0,0,481,6725,0,0,99,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1
Raheem,Sterling,MID,MCI,7800000,0,122,5.1,6.53846153846154E-07,1.56410256410256E-05,0,1586059,6,22,0,0,0,6,0,15.6,41570,-2,0,122,2,0.4,0,3,10,0,7,0,12,13.2,1961098,0,400,0,2,1974,14746,0,0,385,Liverpool,Arsenal,Chelsea,Hull City,Southampton,4.6,4.2,4.2,7.2,4.9,0,5.7,5.4,7.2,6.2
Carl,Stewart,MID,WAT,4500000,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,10,0,0,0,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0,0,0,0,0,0,0,0,0,0
Kevin,Stewart,DEF,LIV,4200000,0,4,0.0476190476190476,1.13378684807256E-08,9.52380952380952E-07,0,5446,0,0,0,0,0,0,0,1,34,-3,0,4,3,0,0,0,0,0,0,0,0,0.1,2809,0,69,0,0,20,19,0,0,12,Man City,Everton,Bournemouth,Stoke,West Brom,0,0,0,0,0,0,0,0,0,0
John,Stones,DEF,MCI,4700000,0,52,2.4,5.1063829787234E-07,1.1063829787234E-05,0,1176783,1,22,0,0,0,0,0,11.1,9162,-3,0,52,3,0.6,0,3,4,0,4,0,0,16.2,550313,0,336,0,0,1640,5199,0,0,367,Liverpool,Arsenal,Chelsea,Hull City,Southampton,3,2.5,1.9,2.5,2.2,0,1.9,2.4,2.1,1.7
Maksymilian,Stryjek,GLK,SUN,4000000,0,0,0,0,0,0,2572,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4301,0,0,0,0,0,27,0,0,0,Burnley,Watford,Leicester,Man Utd,West Ham,0,0,0,0,0,0,0,0,0,0
Cristhian,Stuani,FWD,MID,4700000,0,49,2.6,5.53191489361702E-07,1.04255319148936E-05,0,425976,3,14,0,0,0,4,0,10.4,3772,-3,0,49,3,0.3,0,1.5,4,0,3,0,0,2.7,478178,0,0,0,1,1126,1249,0,0,192,Man Utd,Swansea,Hull City,Burnley,Arsenal,2.2,2.4,2.4,3.3,2.5,2.1,2.5,1.5,2.9,2.2
Daniel,Sturridge,FWD,LIV,9600000,0,38,2.7,2.8125E-07,3.95833333333333E-06,0,96874,1,7,0,0,0,2,0,4,330,-4,0,38,4,0,0,0,1,0,1,0,4,0.8,69885,0,283,0,0,547,72,0,0,126,Man City,Everton,Bournemouth,Stoke,West Brom,0,2.7,3.2,1.8,1.9,2.6,2,3.1,2.3,2.9
Mario,Suarez,MID,WAT,4500000,0,0,0,0,0,0,7095,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,315,0,69,0,0,0,2,0,0,0,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0,0,0,0,0,0,0,0,0,0
Isaac,Success,MID,WAT,5700000,0,22,0.261904761904762,4.59482038429407E-08,3.85964912280702E-06,0,4470,1,4,0,0,0,1,0,3.9,13,-3,0,22,3,0.4,0,2.5,0,0,1,0,1,0,2186,0,0,0,0,326,34,0,0,69,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andrew,Surman,MID,BOU,4600000,0,38,2,4.34782608695652E-07,8.26086956521739E-06,0,9295,1,37,0,0,0,0,0,8.3,37,-4,0,38,4,0,0,0,0,0,3,0,1,0.1,2449,0,385,0,0,1575,24,0,1,255,Swansea,Southampton,Liverpool,Chelsea,Tottenham,1.5,1,1,1.2,1,1.8,1.5,1.6,2.2,1.2
Franck,Tabanou,DEF,SWA,4400000,0,0,0,0,0,0,1591,0,0,0,0,0,0,0,0,4,-1,0,0,1,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,3,0,0,0,Bournemouth,Middlesbrough,Tottenham,West Ham,Watford,0,0,0,0,0,0,0,0,0,0
Dusan,Tadic,MID,SOU,7000000,0,81,3.7,5.28571428571429E-07,1.15714285714286E-05,0,228058,3,17,0,0,0,3,0,11.6,1229,-5,0,81,5,2.3,0,16,4,0,8,0,6,1.6,89934,0,564,0,1,1491,8551,0,0,272,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,2,3.9,3.6,2.6,3.1,0,5,1.8,3.2,4.1
Matt,Targett,DEF,SOU,4100000,0,6,0.0714285714285714,1.74216027874564E-08,1.46341463414634E-06,0,37282,0,4,0,0,0,0,0,1.5,58,-4,0,6,4,0,0,0,0,0,0,0,0,0.2,13531,0,169,0,0,283,11,0,0,59,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,0,0,0,0,0,0,0,0,0,0
James,Tarkowski,DEF,BUR,4000000,0,11,0.130952380952381,3.27380952380952E-08,2.75E-06,0,74792,1,5,0,0,0,0,0,2.8,1119,0,0,11,0,0.2,0,0.7,0,0,0,0,0,1.8,76167,0,0,0,0,156,710,0,0,43,Sunderland,Tottenham,Stoke,Middlesbrough,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Joel,Taylor,DEF,STK,4000000,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,5,0,0,0,Chelsea,Leicester,Burnley,Liverpool,Hull City,0,0,0,0,0,0,0,0,0,0
Neil,Taylor,DEF,SWA,4100000,0,22,2,4.8780487804878E-07,5.36585365853659E-06,0,63501,1,26,0,0,0,0,0,5.4,350,-4,0,22,4,0,0,0,0,0,2,0,1,0.2,25565,0,321,0,0,920,38,0,0,160,Bournemouth,Middlesbrough,Tottenham,West Ham,Watford,0,0,0,0,0,0,0,0,0,0
Stuart,Taylor,GLK,SOU,4000000,0,0,0,0,0,0,2388,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4552,0,0,0,0,0,33,0,0,0,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,0,0,0,0,0,0,0,0,0,0
Dionatan do Nascimento,Teixeira,DEF,STK,4000000,0,0,0,0,0,0,32997,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0.4,3460,0,12,0,0,0,10,0,0,0,Chelsea,Leicester,Burnley,Liverpool,Hull City,0,0,0,0,0,0,0,0,0,0
John,Terry,DEF,CHE,5200000,0,11,0.130952380952381,2.51831501831502E-08,2.11538461538462E-06,0,187620,1,4,0,0,0,0,0,2.1,99,-3,0,11,3,0,0,0,0,0,1,0,0,1.5,57360,0,228,0,0,367,25,0,0,66,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1
,Thomas Robson,DEF,SUN,4000000,0,0,0,0,0,0,4627,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5836,0,0,0,0,0,3,0,0,0,Burnley,Watford,Leicester,Man Utd,West Ham,0,0,0,0,0,0,0,0,0,0
James,Tomkins,DEF,CRY,4900000,0,57,0.678571428571428,1.38483965014577E-07,1.16326530612245E-05,0,18234,4,32,0,0,0,3,0,11.6,147,-1,0,57,1,1.3,0,6.5,3,0,4,0,0,0.2,19227,0,221,0,1,1582,762,0,0,287,Watford,Chelsea,Southampton,Arsenal,Leicester,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Gokhan,Tore,MID,WHU,5300000,0,10,0.119047619047619,2.24618149146451E-08,1.88679245283019E-06,0,10926,0,4,0,0,0,0,0,1.9,6,-2,0,10,2,0,0,0,0,0,1,0,1,0.1,9006,0,0,0,0,240,3,0,0,29,Leicester,Hull City,Arsenal,Swansea,Sunderland,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1
,Tosin Adarabioyo,DEF,MCI,4500000,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,12,0,0,0,Liverpool,Arsenal,Chelsea,Hull City,Southampton,0,0,0,0,0,0,0,0,0,0
Andros,Townsend,MID,CRY,5800000,0,75,2.9,5E-07,1.29310344827586E-05,0,259055,4,26,0,0,0,2,0,12.9,548,-7,0,75,7,1.2,0,7,10,0,4,0,4,1.9,97171,0,315,0,1,1705,2423,0,0,318,Watford,Chelsea,Southampton,Arsenal,Leicester,3.1,1.7,2.1,1.8,3.3,1.4,3.4,2,3.3,2.5
Bertrand,Traore,MID,CHE,5400000,0,0,0,0,0,0,2377,0,0,0,0,0,0,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,214,0,101,0,0,0,4,0,0,0,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0
Adama,Traore,MID,MID,4800000,0,37,0.44047619047619,9.1765873015873E-08,7.70833333333333E-06,0,20569,1,13,0,0,0,0,0,7.7,492,-2,0,37,2,0.3,0,1.5,0,0,5,0,0,0.2,25589,0,0,0,0,1221,95,0,0,191,Man Utd,Swansea,Hull City,Burnley,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Kieran,Trippier,DEF,TOT,4700000,0,12,0.142857142857143,3.03951367781155E-08,2.5531914893617E-06,0,7614,0,1,0,0,0,0,0,2.6,58,-3,0,12,3,0,0,0,2,0,0,0,2,0.1,5333,0,110,0,1,103,149,0,0,48,Southampton,Burnley,Swansea,Watford,Bournemouth,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1
Josh,Tymon,DEF,HUL,4000000,0,9,0.107142857142857,2.67857142857143E-08,2.25E-06,0,13888,1,3,0,0,0,0,0,2.3,594,0,0,9,0,0,0,0,0,0,1,0,0,0.4,26396,0,0,0,0,251,92,0,0,47,Everton,West Ham,Middlesbrough,Man City,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Leonardo,Ulloa,FWD,LEI,5500000,0,18,0.214285714285714,3.8961038961039E-08,3.27272727272727E-06,0,14773,0,3,0,0,0,1,0,3.3,42,-5,0,18,5,0,0,0,1,0,1,0,0,0.1,7137,0,226,0,0,251,37,0,0,43,West Ham,Stoke,Sunderland,Everton,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1
Fredrik,Ulvestad,MID,BUR,4400000,0,0,0,0,0,0,2351,0,0,0,0,0,0,0,0,4,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,572,0,0,0,0,0,0,0,0,0,Sunderland,Tottenham,Stoke,Middlesbrough,Everton,0,0,0,0,0,0,0,0,0,0
Victor,Valdes,GLK,MID,4600000,0,84,3.5,7.60869565217391E-07,1.82608695652174E-05,0,242943,1,29,0,70,0,0,0,18.3,3600,1,0,84,-1,0.4,0,2,7,0,6,0,0,5.6,175788,0,0,0,2,2160,1247,0,0,419,Man Utd,Swansea,Hull City,Burnley,Arsenal,3.2,3.3,3.3,4.4,4.8,3.8,3.8,3.1,4.7,4
Antonio,Valencia,DEF,MUN,5700000,0,90,3.9,6.84210526315789E-07,1.57894736842105E-05,0,618233,5,18,0,0,0,0,0,15.8,3282,2,0,90,-2,1.1,0,6,7,0,9,0,3,12.2,708997,0,186,0,2,2041,56676,0,0,502,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,4.1,5.2,4.5,3.7,4.5,3.2,4.4,4.9,3.6,4.8
Enner,Valencia,FWD,EVE,5200000,0,37,2.2,4.23076923076923E-07,7.11538461538462E-06,0,178589,0,8,0,0,0,2,0,7.1,1592,-3,0,37,3,0.4,0,2,1,0,2,0,2,1.7,116346,0,200,0,0,619,506,0,0,104,Hull City,Liverpool,Man Utd,Leicester,Burnley,2.8,1.5,1.3,2.7,2.7,1.6,1.7,1.8,2.3,1.3
Patrick,van Aanholt,DEF,CRY,5100000,0,88,3.4,6.66666666666667E-07,1.72549019607843E-05,0,289724,2,44,0,0,0,4,0,17.3,21580,1,0,88,-1,2.1,0,10.5,9,0,5,0,1,4.2,235207,0,369,0,4,2201,3074,0,0,476,Watford,Chelsea,Southampton,Arsenal,Leicester,0,3.3,3.8,4.3,3.4,4.2,3.9,3.6,4.1,3
Mike,van der Hoorn,DEF,SWA,4300000,0,15,0.178571428571429,4.15282392026578E-08,3.48837209302326E-06,0,21583,1,20,0,0,0,1,0,3.5,101,-2,0,15,2,0,0,0,0,0,1,0,0,0.2,17967,0,0,0,1,630,33,0,0,121,Bournemouth,Middlesbrough,Tottenham,West Ham,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Virgil,van Dijk,DEF,SOU,5600000,0,75,3.6,6.42857142857143E-07,1.33928571428571E-05,0,699856,3,23,0,0,0,1,0,13.4,4336,1,0,75,-1,0,0,0,14,0,7,0,0,5.8,418224,0,452,0,3,1852,173,0,1,435,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,0,0,0,0,0,0,4.8,4.1,3.3,4.9
Marco,Van Ginkel,MID,CHE,4900000,0,0,0,0,0,0,1199,0,0,0,0,0,0,0,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,142,0,81,0,0,0,1,0,0,0,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0
Jamie,Vardy,FWD,LEI,9700000,0,88,3.7,3.81443298969072E-07,9.07216494845361E-06,0,933554,2,41,0,0,0,7,0,9.2,3753,-3,-1,88,3,0.9,0,9,9,0,3,0,4,9.1,336814,0,945,0,2,1879,57198,1,1,308,West Ham,Stoke,Sunderland,Everton,Crystal Palace,3.4,4.7,5.3,2.4,3.4,0,2.9,4.9,3.3,5
Guillermo,Varela,DEF,MUN,4500000,0,0,0,0,0,0,526,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,36,0,0,0,8,0,0,0,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,0,0,0,0,0,0,0,0,0,0
Thibaud,Verlinden,MID,STK,4500000,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,5,0,0,0,Chelsea,Leicester,Burnley,Liverpool,Hull City,0,0,0,0,0,0,0,0,0,0
Jan,Vertonghen,DEF,TOT,5500000,0,79,3.6,6.54545454545455E-07,1.43636363636364E-05,0,398641,5,15,0,0,0,0,0,14.4,858,0,0,79,0,0.6,0,3.5,3,0,10,0,0,4,398984,0,335,0,0,1928,12256,0,0,478,Southampton,Burnley,Swansea,Watford,Bournemouth,5.1,2.1,3,4.3,5.2,0,5.2,4,3.6,3
Sam,Vokes,FWD,BUR,5700000,1,81,2.9,5.08771929824561E-07,1.42105263157895E-05,0,278282,0,24,0,0,0,5,0,14.2,5303,-3,0,81,3,0.4,0,2.3,7,0,3,0,4,2.1,324867,0,0,0,0,1457,3424,0,0,250,Sunderland,Tottenham,Stoke,Middlesbrough,Everton,2.3,3.6,3.4,1.8,1.4,2.9,2.1,3.5,2,3.5
Michel,Vorm,GLK,TOT,4800000,0,15,0.178571428571429,3.7202380952381E-08,3.125E-06,0,21749,0,1,0,7,0,0,0,3.1,48,-2,0,15,2,0,0,0,0,0,2,0,0,0.3,18324,0,3,0,0,326,21,0,0,73,Southampton,Burnley,Swansea,Watford,Bournemouth,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1
Matej,Vydra,FWD,WAT,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,26460,0,0,0,0,0,0,0,0.2,32,0,0,1,0,0,0,0,0,0,0,0,0,0.3,4206,0,0,0,0,3,3,0,0,3,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0,0,0,0,0,0,0,0,0,0
Molla,Wague,DEF,LEI,4400000,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,15,-1,0,0,1,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,7,0,0,0,West Ham,Stoke,Sunderland,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0
Theo,Walcott,MID,ARS,7300000,0,96,4.8,6.57534246575342E-07,1.31506849315068E-05,0,1464751,1,19,0,0,0,8,0,13.2,2888,-2,0,96,2,0.1,1,1,6,0,6,0,3,4.2,1509658,0,316,0,2,1540,12952,0,0,294,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,4.1,4.5,4.5,5,5,0,3.3,5.3,4.4,5.8
Kyle,Walker,DEF,TOT,6400000,0,125,4.8,7.5E-07,1.953125E-05,0,924540,5,18,0,0,0,0,0,19.5,40180,9,0,125,-9,0.5,0,3.5,18,0,12,0,6,35.5,1507182,0,461,0,3,2264,16712,0,0,565,Southampton,Burnley,Swansea,Watford,Bournemouth,0,3.4,4.7,6.4,7.2,0,7.2,5.3,5.5,4.7
Jonathan,Walters,MID,STK,5400000,0,49,0.583333333333333,1.08024691358025E-07,9.07407407407407E-06,0,14858,1,17,0,0,0,2,0,9.1,64,-6,0,49,6,0.1,0,0.7,2,0,5,0,2,0.1,8707,0,312,0,0,1026,39,0,0,123,Chelsea,Leicester,Burnley,Liverpool,Hull City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Aaron,Wan-Bissaka,MID,CRY,4500000,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,8,0,0,0,Watford,Chelsea,Southampton,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0
Victor,Wanyama,MID,TOT,4800000,0,70,2.6,5.41666666666667E-07,1.45833333333333E-05,0,307041,7,20,0,0,0,2,0,14.6,5991,-2,0,70,2,0.4,0,2,3,0,11,0,0,3.4,333462,0,268,0,1,2390,1475,0,0,420,Southampton,Burnley,Swansea,Watford,Bournemouth,0,1.4,1.5,3.1,2.5,0,1.9,1.3,2.3,1.8
Joel,Ward,DEF,CRY,4800000,0,58,2.1,4.375E-07,1.20833333333333E-05,0,46182,6,46,0,0,0,0,0,12.1,433,-2,0,58,2,1.5,0,7,6,0,4,0,1,0.7,29571,0,333,0,0,2427,3025,0,0,405,Watford,Chelsea,Southampton,Arsenal,Leicester,1.6,1.6,1.8,2.1,1.6,2.1,1.9,1.7,2,1.4
Stephen,Ward,DEF,BUR,4500000,1,62,2.3,5.11111111111111E-07,1.37777777777778E-05,0,41297,3,40,0,0,0,1,0,13.8,1773,0,0,62,0,0.2,0,1,0,0,5,0,0,1.7,102235,0,0,0,0,2375,1641,0,0,412,Sunderland,Tottenham,Stoke,Middlesbrough,Everton,1.2,2.7,2.8,1.3,1.2,1.9,1.8,2.9,1.6,3.1
James,Ward-Prowse,MID,SOU,5000000,0,58,0.690476190476191,1.38095238095238E-07,1.16E-05,0,20039,2,17,0,0,0,2,0,11.6,667,-5,0,58,5,0.4,0,2,2,0,5,0,4,0.3,18265,0,266,0,0,1111,764,0,0,241,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,0.3,0.3,0.3,0.3,0.3,0,0.4,0.3,0.3,0.3
Marcin,Wasilewski,DEF,LEI,3900000,0,1,0.0119047619047619,3.05250305250305E-09,2.56410256410256E-07,0,53307,0,2,0,0,0,0,0,0.3,1373,-1,0,1,1,0,0,0,0,0,0,0,0,2.1,90844,0,35,0,0,90,1818,0,0,10,West Ham,Stoke,Sunderland,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0
Duncan,Watmore,MID,SUN,4700000,0,43,3.1,6.59574468085106E-07,9.14893617021277E-06,0,16237,1,20,0,0,0,0,0,9.1,28,-3,0,43,3,0,0,0,1,0,2,0,5,0.1,12978,0,185,0,0,1025,2,0,0,125,Burnley,Watford,Leicester,Man Utd,West Ham,0,0,0,0,0,0,3,2.7,3,1.6
Ben,Watson,MID,WAT,4200000,0,1,0.0119047619047619,2.83446712018141E-09,2.38095238095238E-07,0,68481,0,2,0,0,0,0,0,0.2,677,-3,0,1,3,0,0,0,0,0,0,0,0,0.7,22935,0,351,0,0,54,97,0,1,6,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0,0,0,0,0,0,0,0,0,0
James,Weir,MID,HUL,4300000,0,0,0,0,0,0,682,0,0,0,0,0,0,0,0,14,-2,0,0,2,0,0,0,0,0,0,0,0,0,785,0,0,0,0,0,4,0,0,0,Everton,West Ham,Middlesbrough,Man City,Stoke,0,0,0,0,0,0,0,0,0,0
Danny,Welbeck,FWD,ARS,7300000,0,10,0.119047619047619,1.63078930202218E-08,1.36986301369863E-06,0,19012,0,4,0,0,0,1,0,1.4,894,-2,0,10,2,0.8,0,6,0,0,0,0,0,0.2,20782,0,164,0,0,119,727,0,0,33,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,0,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1
Ashley,Westwood,MID,BUR,4500000,0,4,0.0476190476190476,1.05820105820106E-08,8.88888888888889E-07,0,78,2,3,0,0,0,0,0,0.9,19,0,0,4,0,0.2,0,0.7,0,0,0,0,0,0,213,0,0,0,0,199,18,0,0,24,Sunderland,Tottenham,Stoke,Middlesbrough,Everton,0,0,0,0,0,0,0,0,0,0
Glenn,Whelan,MID,STK,4300000,0,51,2.1,4.88372093023256E-07,1.18604651162791E-05,0,44317,3,30,0,0,0,0,0,11.9,1232,-2,0,51,2,0.8,0,3.3,3,0,5,0,1,0.8,38377,1,432,0,0,1835,2689,0,0,310,Chelsea,Leicester,Burnley,Liverpool,Hull City,1.3,1.2,1.1,1.2,2.3,1.2,1.2,1,1.2,1
Connor,Wickham,FWD,CRY,5500000,0,18,2.3,4.18181818181818E-07,3.27272727272727E-06,0,51390,1,6,0,0,0,2,0,3.3,35,-5,0,18,5,0,0,0,0,0,0,0,0,0.3,14430,0,225,0,0,412,12,0,0,59,Watford,Chelsea,Southampton,Arsenal,Leicester,0,0,0,0,0,2,2.5,2,2.6,1.8
Georginio,Wijnaldum,MID,LIV,7500000,7,98,1.16666666666667,1.55555555555556E-07,1.30666666666667E-05,0,135571,2,30,0,0,0,5,0,13.1,3027,-5,0,98,5,0.8,0,5.7,8,0,6,0,4,1.6,47359,0,630,0,1,2078,4470,0,0,438,Man City,Everton,Bournemouth,Stoke,West Brom,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8
Ashley,Williams,DEF,EVE,5200000,6,95,3.5,6.73076923076923E-07,1.82692307692308E-05,0,335609,3,28,0,0,0,1,0,18.6,4869,2,-1,95,-2,0.8,0,4,6,0,10,0,0,10.3,450575,0,487,0,2,2350,20609,1,0,542,Hull City,Liverpool,Man Utd,Leicester,Burnley,4.7,3.8,2.6,4.1,4.5,4.1,4.2,3.1,4,3.8
Jonathan,Williams,MID,CRY,4500000,0,0,0,0,0,0,1180,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,1,0,0,0,4,0,0,0,Watford,Chelsea,Southampton,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0
,Willian,MID,CHE,7000000,0,77,0.916666666666667,1.30952380952381E-07,1.1E-05,0,470170,3,13,0,0,0,5,0,11,1525,-5,0,77,5,0.1,0,1,8,0,6,0,2,3.4,224230,0,512,0,3,1155,551,0,0,308,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.6
Jack,Wilshere,MID,BOU,5900000,4,54,2.3,3.89830508474576E-07,9.15254237288136E-06,0,76062,4,37,0,0,0,0,0,9.2,666,-1,0,54,1,0.3,0,2,2,0,5,0,3,0.6,82018,0,18,0,0,1678,327,0,0,263,Swansea,Southampton,Liverpool,Chelsea,Tottenham,1.9,1.2,1.2,1.5,1.2,2.2,1.9,2,2.7,1.5
Harry,Wilson,MID,LIV,4500000,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,Man City,Everton,Bournemouth,Stoke,West Brom,0,0,0,0,0,0,0,0,0,0
James,Wilson,FWD,MUN,5000000,0,0,0,0,0,0,3451,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.1,715,0,1,0,0,0,13,0,0,0,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,0,0,0,0,0,0,0,0,0,0
Kane,Wilson,DEF,WBA,4000000,0,0,0,0,0,0,14687,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0.4,22477,0,0,0,0,0,71,0,0,0,Arsenal,Man Utd,Watford,Southampton,Liverpool,0,0,0,0,0,0,0,0,0,0
Kevin,Wimmer,DEF,TOT,4600000,0,2,0.0238095238095238,5.175983436853E-09,4.34782608695652E-07,0,11198,3,4,0,0,0,0,0,0.4,128,-4,0,2,4,0,0,0,0,0,0,0,0,0.1,7380,1,131,0,0,357,23,0,0,26,Southampton,Burnley,Swansea,Watford,Bournemouth,0,0,0,0,0,0,0,0,0,0
Harry,Winks,MID,TOT,4500000,0,28,0.333333333333333,7.40740740740741E-08,6.22222222222222E-06,0,5516,1,6,0,0,0,1,0,6.2,111,0,0,28,0,0.6,0,2.5,0,0,0,0,1,0.1,7019,0,0,0,0,433,313,0,0,125,Southampton,Burnley,Swansea,Watford,Bournemouth,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2
