FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS
Victor,Anichebe,FWD,SUN,4500000,1,1,0.055555556,1.23E-08,2.22E-07,0,826,0,1,0,0,0,0,0,0.2,462,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.1,3077,0,0,0,0,5,2060,0,0,1
Michail,Antonio,MID,WHU,7300000,2,40,6.7,9.18E-07,5.48E-06,0,149545,1,15,0,0,0,5,0,5.5,69430,3,0,40,-3,1,0,7.3,4,0,1,0,0,18,652192,0,452,0,2,501,35520,0,0,133
Ikechi,Anya,MID,WAT,4500000,0,1,1,2.22E-07,2.22E-07,0,4907,0,0,0,0,0,0,0,0.2,265,0,0,1,0,0,0,0,0,0,0,0,0,0.1,326,0,176,0,0,10,2,0,0,3
Alvaro,Arbeloa,DEF,WHU,4900000,0,0,0,0,0,0,2277,1,3,0,0,0,0,0,0,281,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3849,0,0,0,0,90,515,0,0,14
Scott,Arfield,MID,BUR,5300000,1,9,1.5,2.83E-07,1.70E-06,0,3329,1,5,0,0,0,0,0,1.7,302,-2,0,9,2,0.1,0,0.7,0,0,2,0,0,0.1,777,0,0,0,0,299,10,0,0,33
Marko,Arnautovic,MID,STK,7200000,2,14,2.3,3.19E-07,1.94E-06,0,44859,3,14,0,0,0,1,0,1.9,4690,-3,1,14,3,0.4,0,3,0,0,0,0,0,1.1,9499,0,528,0,0,537,285,-1,0,51
Harry,Arter,MID,BOU,5000000,8,19,3.2,6.40E-07,3.80E-06,0,3987,0,9,0,0,0,0,0,3.8,580,0,0,19,0,0.9,0,4.3,2,0,2,0,2,0.3,7013,0,188,0,0,526,4404,0,1,95
Takuma,Asano,FWD,ARS,4900000,0,0,0,0,0,0,3749,0,0,0,0,0,0,0,0,117,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,380,0,0,0,0,0,20,0,0,0
Joel,Asoro,MID,SUN,4500000,0,1,0.055555556,1.23E-08,2.22E-07,0,367,0,0,0,0,0,0,0,0.2,22,0,0,1,0,0,0,0,0,0,0,0,0,0,379,0,0,0,0,10,19,0,0,3
Charlie,Austin,FWD,SOU,6300000,12,21,4.2,6.67E-07,3.33E-06,0,54463,0,0,0,0,0,2,0,3.4,6168,-2,-1,21,2,0.9,0,5.7,3,0,2,0,1,4,141522,0,32,0,0,215,92469,1,0,78
Daniel,Ayala,DEF,MID,5000000,0,13,0.722222222,1.44E-07,2.60E-06,0,4438,2,5,0,0,0,1,0,2.6,901,0,0,13,0,0.5,0,2.3,0,0,1,0,0,0.2,4727,0,0,0,0,278,300,0,0,68
Andre,Ayew,MID,WHU,7200000,0,1,0.055555556,7.72E-09,1.39E-07,0,264690,0,0,0,0,0,0,0,0.1,1846,-3,0,1,3,0,0,0,0,0,0,0,0,1.2,2507,0,524,0,0,34,13,0,0,5
Cesar,Azpilicueta,DEF,CHE,6000000,1,17,2.8,4.67E-07,2.83E-06,0,174081,1,9,0,0,0,0,0,2.8,30092,0,0,17,0,0.2,0,1,2,0,1,0,1,11,101671,0,470,0,0,540,3439,0,0,109
,Baba Rahman,DEF,CHE,5500000,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,138,0,0,0,11,0,0,0
Eric,Bailly,DEF,MUN,5500000,2,19,3.2,5.82E-07,3.45E-06,0,152106,1,7,0,0,0,0,0,3.5,19000,0,0,19,0,0.2,0,1,2,0,2,0,0,13.6,144792,0,0,0,0,540,13732,0,0,130
Leighton,Baines,DEF,EVE,5600000,0,21,4.2,7.50E-07,3.75E-06,0,178042,0,3,0,0,0,0,0,3.8,104108,1,0,21,-1,0.6,1,3.3,2,0,2,0,1,10,223459,0,212,0,0,450,2553,0,0,108
Mario,Balotelli,FWD,LIV,6300000,0,0,0,0,0,0,10084,0,0,0,0,0,0,0,0,309,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,1215,0,0,0,0,0,51,0,0,0
Patrick,Bamford,FWD,BUR,5000000,0,2,0.111111111,2.22E-08,4.00E-07,0,968,0,1,0,0,0,0,0,0.4,329,0,0,2,0,0.1,0,0.7,0,0,0,0,0,0,2251,0,0,0,0,23,292,0,0,4
Alex,Baptiste,DEF,MID,4000000,0,0,0,0,0,0,2509,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2274,0,0,0,0,0,65,0,0,0
Phil,Bardsley,DEF,STK,4400000,0,3,1,2.27E-07,6.82E-07,0,2475,1,6,0,0,0,0,0,0.7,355,-1,1,3,1,0,0,0,0,0,0,0,0,0.1,1301,0,107,0,0,270,40,-1,0,29
Ross,Barkley,MID,EVE,7400000,2,22,3.7,5.00E-07,2.97E-06,0,416173,1,4,0,0,0,1,0,2.9,72498,-1,1,22,1,0.2,0,1.7,3,0,1,0,1,11,445637,0,654,0,0,488,2135,-1,0,52
Ashley,Barnes,FWD,BUR,4400000,0,0,0,0,0,0,3670,0,0,0,0,0,0,0,0,611,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,3356,0,0,0,0,0,676,0,0,0
Antonio,Barragan,DEF,MID,4500000,1,15,2.5,5.56E-07,3.33E-06,0,8564,1,9,0,0,0,0,0,3.3,1287,0,0,15,0,0.4,0,1.7,3,0,1,0,0,0.6,13962,0,0,0,0,540,1532,0,0,117
Modou,Barrow,FWD,SWA,5000000,1,13,2.2,4.40E-07,2.60E-06,0,23204,0,6,0,0,0,0,0,2.6,4437,0,0,13,0,0.3,0,1.3,0,0,1,0,1,0.9,28040,0,120,0,0,395,4670,0,0,71
Gareth,Barry,MID,EVE,4600000,1,24,4,8.70E-07,5.22E-06,0,100583,2,4,0,0,0,2,0,5.2,19247,1,0,24,-1,0.7,0,3.3,3,0,2,0,0,7.9,277911,0,418,0,0,498,40282,0,0,113
Borja,Baston,FWD,SWA,6900000,1,2,0.111111111,1.61E-08,2.90E-07,0,3851,0,0,0,0,0,0,0,0.3,171,-1,0,2,1,0.1,0,0.7,0,0,0,0,0,0,1116,0,0,0,0,21,74,0,0,5
Michy,Batshuayi,FWD,CHE,8700000,1,13,2.6,2.99E-07,1.49E-06,0,89943,0,0,0,0,0,1,0,1.5,5600,-3,1,13,3,0.1,0,0.7,1,0,0,0,1,1.3,36186,0,0,0,0,58,365,-1,0,40
Asmir,Begovic,GLK,CHE,4900000,0,0,0,0,0,0,3716,0,0,0,0,0,0,0,0,293,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,856,0,150,0,0,0,46,0,0,0
Valon,Behrami,MID,WAT,4500000,2,10,1.7,3.78E-07,2.22E-06,0,5465,2,11,0,0,0,0,0,2.2,798,0,0,10,0,0.4,0,2,0,0,0,0,0,0.3,5986,0,127,0,0,513,1092,0,0,66
Hector,Bellerin,DEF,ARS,6500000,11,26,4.3,6.62E-07,4.00E-06,0,274233,0,7,0,0,0,0,0,4,13159,0,0,26,0,0.8,0,5,5,0,2,0,1,25.3,129720,0,541,0,1,540,60914,0,0,122
Yohan,Benalouane,DEF,LEI,4000000,0,0,0,0,0,0,5691,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1140,0,15,0,0,0,50,0,0,0
Nabil,Bentaleb,MID,TOT,4500000,0,0,0,0,0,0,3599,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0.1,405,0,29,0,0,0,5,0,0,0
Saido,Berahino,FWD,WBA,6200000,0,6,1.5,2.42E-07,9.68E-07,0,33804,1,2,0,0,0,0,0,1,3482,-3,0,6,3,0.1,0,0.7,0,0,2,0,0,0.6,9187,0,226,0,0,243,376,0,0,-3
Steven,Berghuis,MID,WAT,5000000,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,55,0,0,0,2,0,0,0
,Bernardo,DEF,MID,4400000,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,45,-1,0,0,1,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,30,0,0,0
Ryan,Bertrand,DEF,SOU,5400000,11,18,6,1.11E-06,3.33E-06,0,13246,1,2,0,0,0,0,0,3.3,1130,-1,0,18,1,1.1,0,6,3,0,2,0,1,0.9,16758,0,415,0,1,270,14645,0,0,68
Muhamed,Besic,MID,EVE,4400000,0,0,0,0,0,0,838,0,0,0,0,0,0,0,0,46,-1,0,0,1,0,0,0,0,0,0,0,0,0,273,0,75,0,0,0,30,0,0,0
Daley,Blind,DEF,MUN,5600000,10,28,5.6,1.00E-06,5.00E-06,0,40024,0,4,0,0,0,0,0,5.1,4220,1,-1,28,-1,0.7,0,3.7,5,0,2,0,2,6.6,164640,0,477,0,0,450,123308,1,0,151
Hiram,Boateng,MID,CRY,4500000,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,33,0,0,0
,Bojan,MID,STK,5800000,0,12,0.666666667,1.15E-07,2.07E-06,0,76759,1,8,0,0,0,1,0,2,8845,-2,1,12,2,0.2,0,1,0,0,0,0,0,1.4,39089,0,360,0,0,271,160,-1,0,47
Yannick,Bolasie,MID,EVE,6100000,2,18,1,1.64E-07,2.95E-06,0,119388,1,3,0,0,0,0,0,3,18098,1,0,18,-1,0.8,0,4.7,1,0,2,0,2,6.1,169747,0,469,0,0,397,13167,0,0,74
Wilfried,Bony,FWD,STK,7300000,2,6,2,2.74E-07,8.22E-07,0,57426,0,8,0,0,0,0,0,0.8,11599,-2,0,6,2,0.3,0,2,0,0,1,0,0,1,59127,0,249,0,0,240,535,0,0,21
Fabio,Borini,FWD,SUN,5300000,0,4,2,3.77E-07,7.55E-07,0,60943,0,2,0,0,0,0,0,0.8,2160,-2,0,4,2,0,0,0,0,0,1,0,0,0.6,5439,0,280,0,0,153,76,0,0,11
Cameron,Borthwick-Jackson,DEF,MUN,4400000,0,0,0,0,0,0,2614,0,0,0,0,0,0,0,0,78,-1,0,0,1,0,0,0,0,0,0,0,0,0,60,0,123,0,0,0,5,0,0,0
Artur,Boruc,GLK,BOU,4500000,6,25,4.2,9.33E-07,5.56E-06,0,47648,1,9,0,20,0,0,0,5.6,4764,0,0,25,0,1,0,4.7,0,0,2,0,0,6.7,88744,0,281,1,1,540,52385,0,0,125
Sofiane,Boufal,MID,SOU,6900000,0,0,0,0,0,0,2653,0,0,0,0,0,0,0,0,141,-1,0,0,1,0,0,0,0,0,0,0,0,0,3055,0,0,0,0,0,30,0,0,0
Jarrod,Bowen,FWD,HUL,4500000,0,0,0,0,0,0,1897,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2669,0,0,0,0,0,229,0,0,0
George,Boyd,MID,BUR,5300000,3,14,2.3,4.34E-07,2.64E-06,0,5768,0,8,0,0,0,0,0,2.6,538,-2,1,14,2,0.4,0,2.3,0,0,2,0,0,0.1,1493,0,0,0,0,540,70,-1,0,69
Cameron,Brannagan,MID,LIV,4400000,0,0,0,0,0,0,869,0,0,0,0,0,0,0,0,71,-1,0,0,1,0,0,0,0,0,0,0,0,0,344,0,27,0,0,0,30,0,0,0
Claudio,Bravo,GLK,MCI,5500000,3,11,0.611111111,1.11E-07,2.00E-06,0,15849,0,2,0,7,0,0,0,2,6017,0,0,11,0,0.7,0,3.7,0,0,1,0,0,2.1,70029,0,0,0,0,270,8103,0,0,60
Miguel,Britos,DEF,WAT,4400000,1,5,1,2.27E-07,1.14E-06,0,1769,2,8,0,0,0,0,0,1.1,355,-1,0,5,1,0.2,0,1,0,0,0,0,0,0.1,3094,0,205,0,0,450,934,0,0,68
Leon,Britton,MID,SWA,4400000,2,3,0.166666667,3.79E-08,6.82E-07,0,1892,0,3,0,0,0,0,0,0.7,147,-1,0,3,1,0.2,0,0.7,0,0,0,0,0,0.1,643,0,166,0,0,137,185,0,0,23
Tyias,Browning,DEF,EVE,3900000,0,0,0,0,0,0,18343,0,0,0,0,0,0,0,0,2547,-1,0,0,1,0,0,0,0,0,0,0,0,1,15992,0,22,0,0,0,8705,0,0,0
Alex,Bruce,DEF,HUL,4000000,0,0,0,0,0,0,2804,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2031,0,0,0,0,0,331,0,0,0
Chris,Brunt,DEF,WBA,4900000,0,0,0,0,0,0,534,0,0,0,0,0,0,0,0,40,-1,0,0,1,0,0,0,0,0,0,0,0,0,154,0,230,0,0,0,31,0,0,0
Reece,Burke,DEF,WHU,4000000,0,0,0,0,0,0,1663,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2047,0,0,0,0,0,62,0,0,0
Jack,Butland,GLK,STK,4800000,0,0,0,0,0,0,113418,0,0,0,0,0,0,0,0,5834,-2,0,0,2,0,0,0,0,0,0,0,0,1.7,1880,0,341,0,0,0,58,0,0,0
Sam,Byram,DEF,WHU,4500000,0,6,0.333333333,7.41E-08,1.33E-06,0,16663,2,6,0,0,0,0,0,1.3,2051,0,0,6,0,-0.1,0,-0.3,0,0,1,0,0,0.6,11111,0,39,0,0,258,239,0,0,53
Willy,Caballero,GLK,MCI,5000000,0,6,2,4.00E-07,1.20E-06,0,20925,0,3,0,5,0,0,0,1.2,1810,0,0,6,0,0,0,0,0,0,0,0,0,0.5,19912,0,45,0,0,270,131,0,0,39
Yohan,Cabaye,MID,CRY,5700000,1,2,0.111111111,1.95E-08,3.51E-07,0,102609,2,4,0,0,0,0,0,0.4,3046,-3,0,2,3,0.1,1,0.3,0,0,0,0,0,1.4,5884,0,397,0,0,221,369,0,0,16
Gary,Cahill,DEF,CHE,5900000,1,12,2,3.39E-07,2.03E-06,0,68198,1,9,0,0,0,0,0,2,12645,-1,1,12,1,0.2,0,1,0,0,1,0,0,4.8,14269,0,283,0,0,540,740,-1,0,88
Jonathan,Calleri,FWD,WHU,6900000,0,4,0.222222222,3.22E-08,5.80E-07,0,1769,0,2,0,0,0,0,0,0.6,198,-1,0,4,1,0.1,0,0.7,0,0,0,0,0,0,1960,0,0,0,0,108,100,0,0,4
,Callum Wilson,FWD,BOU,6400000,2,15,2.5,3.91E-07,2.34E-06,0,72034,0,5,0,0,0,1,0,2.3,8641,-1,0,15,1,0.5,0,3,0,0,4,0,0,1.8,35087,0,165,0,0,434,3641,0,0,24
Geoff,Cameron,DEF,STK,4400000,3,5,1.3,2.95E-07,1.14E-06,0,6576,0,10,0,0,0,0,0,1.1,554,-1,0,5,1,0.2,0,1,1,0,0,0,0,0.3,3413,0,293,0,0,360,873,0,0,63
Fraizer,Campbell,FWD,CRY,4400000,0,0,0,0,0,0,14765,0,0,0,0,0,0,0,0,2342,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,16409,0,12,0,0,0,6812,0,0,0
Joel,Campbell,MID,ARS,5900000,0,0,0,0,0,0,4516,0,0,0,0,0,0,0,0,69,-1,0,0,1,0,0,0,0,0,0,0,0,0,215,0,175,0,0,0,5,0,0,0
Emre,Can,MID,LIV,4800000,1,2,0.111111111,2.31E-08,4.17E-07,0,42576,0,1,0,0,0,0,0,0.4,1338,-2,0,2,2,0.1,0,0.3,0,0,0,0,0,0.8,4061,0,399,0,0,38,323,0,0,2
Etienne,Capoue,MID,WAT,5200000,2,46,7.7,1.48E-06,8.85E-06,0,116454,0,10,0,0,0,4,0,9,19526,7,-1,46,-7,1.6,0,8.3,11,0,0,0,1,42.2,1492159,0,347,0,2,524,127431,1,0,158
Michael,Carrick,MID,MUN,4300000,1,1,0.055555556,1.29E-08,2.33E-07,0,31221,0,0,0,0,0,0,0,0.2,3893,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,1.3,29626,0,275,0,0,13,7362,0,0,4
Andy,Carroll,FWD,WHU,6200000,0,2,0.111111111,1.79E-08,3.23E-07,0,262786,0,2,0,0,0,0,0,0.3,3334,-3,1,2,3,0,0,0,0,0,0,0,0,1.5,29339,0,381,0,0,90,57,-1,0,7
Tom,Carroll,MID,TOT,4400000,0,1,0.055555556,1.26E-08,2.27E-07,0,3406,0,0,0,0,0,0,0,0.2,362,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,1717,0,93,0,0,1,129,0,0,3
Cameron,Carter-Vickers,DEF,TOT,4400000,0,0,0,0,0,0,1012,0,0,0,0,0,0,0,0,91,-1,0,0,1,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,34,0,0,0
Craig,Cathcart,DEF,WAT,4500000,1,6,1.2,2.67E-07,1.33E-06,0,9001,1,7,0,0,0,0,0,1.3,923,0,0,6,0,0.2,0,1,0,0,0,0,0,0.4,3445,0,335,0,0,405,478,0,0,51
Lee,Cattermole,MID,SUN,4400000,2,3,0.166666667,3.79E-08,6.82E-07,0,3695,1,3,0,0,0,0,0,0.7,232,-1,0,3,1,0.2,0,1,0,0,0,0,0,0.1,1245,0,246,0,0,175,236,0,0,17
Santiago,Cazorla,MID,ARS,7600000,3,33,5.5,7.24E-07,4.34E-06,0,152603,2,3,0,0,0,2,0,4.3,45685,1,1,33,-1,0.6,0,4.7,5,0,3,0,2,6.7,313905,0,259,0,0,438,10581,-1,0,128
Petr,Cech,GLK,ARS,5500000,6,19,3.2,5.82E-07,3.45E-06,0,155772,1,7,0,18,0,0,0,3.5,12788,0,0,19,0,0.5,0,2.7,0,0,2,0,0,16.5,109320,1,409,0,0,540,28918,0,0,99
,Cedric,DEF,SOU,5000000,8,23,3.8,7.60E-07,4.60E-06,0,18914,0,6,0,0,0,0,0,4.6,3216,0,0,23,0,1.2,0,6,5,0,2,0,0,2,47230,0,320,0,0,526,33234,0,0,126
Nacer,Chadli,MID,WBA,6400000,1,24,1.333333333,2.08E-07,3.75E-06,0,26463,1,4,0,0,0,2,0,3.8,9198,-1,0,24,1,1.3,0,8,3,0,0,0,2,2.1,92034,0,173,0,1,254,17340,0,0,87
Nathaniel,Chalobah,MID,CHE,4500000,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,32,0,0,0
,Chamberlain,MID,ARS,5900000,0,13,0.722222222,1.22E-07,2.20E-06,0,78177,0,3,0,0,0,1,0,2.2,9041,-1,1,13,1,0.1,0,0.7,0,0,1,0,0,1.5,57267,0,186,0,0,239,415,-1,0,51
Calum,Chambers,DEF,MID,4400000,1,7,0.388888889,8.84E-08,1.59E-06,0,96530,0,6,0,0,0,1,0,1.6,6054,-1,0,7,1,0.1,0,0.3,0,0,0,0,0,3.4,80607,0,70,0,0,180,2096,0,0,46
James,Chester,DEF,WBA,4500000,0,0,0,0,0,0,3911,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,85,0,0,0,7,0,0,0
Benjamin,Chilwell,DEF,LEI,4400000,0,0,0,0,0,0,4051,0,0,0,0,0,0,0,0,315,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,506,0,0,0,0,0,67,0,0,0
Pedro,Chirivella,MID,LIV,4400000,0,0,0,0,0,0,885,0,0,0,0,0,0,0,0,92,-1,0,0,1,0,0,0,0,0,0,0,0,0,419,0,2,0,0,0,29,0,0,0
,Christian Benteke,FWD,CRY,7600000,7,18,4.5,5.92E-07,2.37E-06,0,124119,0,5,0,0,0,2,0,2.4,21507,1,0,18,-1,0.7,0,5.3,2,0,0,0,0,6.1,260522,0,315,0,0,353,23244,0,0,54
Josh,Clackstone,DEF,HUL,4000000,0,0,0,0,0,0,1626,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3962,0,0,0,0,0,552,0,0,0
Jordy,Clasie,MID,SOU,4800000,0,5,0.277777778,5.79E-08,1.04E-06,0,2324,0,3,0,0,0,0,0,1,181,-2,0,5,2,0.2,0,1,0,0,0,0,0,0.1,910,0,183,0,0,196,51,0,0,24
Adam,Clayton,MID,MID,4400000,2,10,1.7,3.86E-07,2.27E-06,0,10493,1,6,0,0,0,0,0,2.3,928,-1,0,10,1,0.3,0,1.3,0,0,1,0,0,0.4,5043,0,0,0,0,414,810,0,0,57
Tom,Cleverley,MID,EVE,5300000,1,3,0.166666667,3.14E-08,5.66E-07,0,6119,0,0,0,0,0,0,0,0.6,218,-2,0,3,2,0.1,0,0.7,0,0,0,0,0,0.1,517,0,241,0,0,43,81,0,0,18
Gael,Clichy,DEF,MCI,5400000,0,10,0.555555556,1.03E-07,1.85E-06,0,29008,0,2,0,0,0,0,0,1.9,3450,-1,0,10,1,0.4,0,2,0,0,1,0,0,1.3,9844,0,166,0,0,259,718,0,0,65
Sam,Clucas,MID,HUL,4900000,2,12,2,4.08E-07,2.45E-06,0,2123,1,12,0,0,0,0,0,2.4,190,-1,0,12,1,0.4,0,2,0,0,1,0,0,0.1,814,0,0,0,0,532,53,0,0,102
Nathaniel,Clyne,DEF,LIV,5500000,2,13,2.2,4.00E-07,2.36E-06,0,117939,0,9,0,0,0,0,0,2.4,13612,0,0,13,0,0.4,0,2,0,0,0,0,1,10.2,102941,0,387,0,0,540,13724,0,0,91
Seamus,Coleman,DEF,EVE,5500000,4,20,6.7,1.22E-06,3.64E-06,0,75949,0,2,0,0,0,1,0,3.6,5117,0,-1,20,0,1.2,0,6.7,4,0,1,0,0,4.5,125955,0,327,0,1,270,49865,1,0,91
James,Collins,DEF,WHU,4600000,0,15,3,6.52E-07,3.26E-06,0,133288,1,13,0,0,0,1,0,3.3,27923,1,0,15,-1,0,0,0,2,0,1,0,0,8.8,303914,0,217,0,1,450,4545,0,0,100
Lewis,Cook,MID,BOU,4400000,0,2,0.111111111,2.53E-08,4.55E-07,0,9942,0,3,0,0,0,0,0,0.5,957,-1,0,2,1,0,0,0,0,0,0,0,0,0.3,3459,0,0,0,0,80,233,0,0,10
